集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,34,広島県,I,卸売業，小売業,20～24歳,20.62,30.41,277.85
2021,34,広島県,I,卸売業，小売業,25～29歳,24.28,72.11,363.47
2021,34,広島県,I,卸売業，小売業,30～34歳,24.54,67.74,362.22
2021,34,広島県,I,卸売業，小売業,35～39歳,28.4,106.4,447.2
2021,34,広島県,I,卸売業，小売業,40～44歳,29.04,91.35,439.83
2021,34,広島県,I,卸売業，小売業,45～49歳,33.22,104.17,502.81
2021,34,広島県,I,卸売業，小売業,50～54歳,34.87,120.62,539.06
2021,34,広島県,I,卸売業，小売業,55～59歳,35.31,115.71,539.43
2021,34,広島県,I,卸売業，小売業,60～64歳,22.81,30.34,304.06
2021,34,広島県,I,卸売業，小売業,65～69歳,19.95,11,250.4
2021,34,広島県,I,卸売業，小売業,70歳～,18.88,14.7,241.26
2021,34,広島県,J,金融業，保険業,年齢計,30.81,97.92,467.64
2021,34,広島県,J,金融業，保険業,～19歳,17.18,13.6,219.76
2021,34,広島県,J,金融業，保険業,20～24歳,21.55,30.19,288.79
2021,34,広島県,J,金融業，保険業,25～29歳,24.82,69.59,367.43
2021,34,広島県,J,金融業，保険業,30～34歳,27.25,79.6,406.6
2021,34,広島県,J,金融業，保険業,35～39歳,29.31,92.38,444.1
2021,34,広島県,J,金融業，保険業,40～44歳,31.19,102.46,476.74
2021,34,広島県,J,金融業，保険業,45～49歳,40.62,149.01,636.45
2021,34,広島県,J,金融業，保険業,50～54歳,39.48,150.9,624.66
2021,34,広島県,J,金融業，保険業,55～59歳,34.81,128.15,545.87
2021,34,広島県,J,金融業，保険業,60～64歳,29.07,92.2,441.04
2021,34,広島県,J,金融業，保険業,65～69歳,30.21,122.11,484.63
2021,34,広島県,J,金融業，保険業,70歳～,23.39,108.3,388.98
2021,34,広島県,K,不動産業，物品賃貸業,年齢計,30.66,78.58,446.5
2021,34,広島県,K,不動産業，物品賃貸業,～19歳,14.65,0,175.8
2021,34,広島県,K,不動産業，物品賃貸業,20～24歳,21.4,33.4,290.2
2021,34,広島県,K,不動産業，物品賃貸業,25～29歳,22.52,64.61,334.85
2021,34,広島県,K,不動産業，物品賃貸業,30～34歳,26.52,69.11,387.35
2021,34,広島県,K,不動産業，物品賃貸業,35～39歳,29.77,89.35,446.59
2021,34,広島県,K,不動産業，物品賃貸業,40～44歳,34.16,84.65,494.57
2021,34,広島県,K,不動産業，物品賃貸業,45～49歳,36.79,98.2,539.68
2021,34,広島県,K,不動産業，物品賃貸業,50～54歳,35.28,110.26,533.62
2021,34,広島県,K,不動産業，物品賃貸業,55～59歳,35.91,79.32,510.24
2021,34,広島県,K,不動産業，物品賃貸業,60～64歳,29.32,61.93,413.77
2021,34,広島県,K,不動産業，物品賃貸業,65～69歳,19.98,22.81,262.57
2021,34,広島県,K,不動産業，物品賃貸業,70歳～,20.57,14.7,261.54
2021,34,広島県,L,学術研究，専門・技術サービス業,年齢計,30.59,119.38,486.46
2021,34,広島県,L,学術研究，専門・技術サービス業,～19歳,17.96,4.9,220.42
2021,34,広島県,L,学術研究，専門・技術サービス業,20～24歳,20.03,41.37,281.73
2021,34,広島県,L,学術研究，専門・技術サービス業,25～29歳,22.51,78.99,349.11
2021,34,広島県,L,学術研究，専門・技術サービス業,30～34歳,25.67,106.44,414.48
2021,34,広島県,L,学術研究，専門・技術サービス業,35～39歳,29.14,107.94,457.62
2021,34,広島県,L,学術研究，専門・技術サービス業,40～44歳,31.18,122.09,496.25
2021,34,広島県,L,学術研究，専門・技術サービス業,45～49歳,33.85,140.24,546.44
2021,34,広島県,L,学術研究，専門・技術サービス業,50～54歳,37.29,159.59,607.07
2021,34,広島県,L,学術研究，専門・技術サービス業,55～59歳,43.03,201.06,717.42
2021,34,広島県,L,学術研究，専門・技術サービス業,60～64歳,31.65,128.38,508.18
2021,34,広島県,L,学術研究，専門・技術サービス業,65～69歳,31.41,70.75,447.67
2021,34,広島県,L,学術研究，専門・技術サービス業,70歳～,29.89,60.8,419.48
2021,34,広島県,M,宿泊業，飲食サービス業,年齢計,23.73,13.86,298.62
2021,34,広島県,M,宿泊業，飲食サービス業,～19歳,17.69,4.11,216.39
2021,34,広島県,M,宿泊業，飲食サービス業,20～24歳,18.64,8.4,232.08
2021,34,広島県,M,宿泊業，飲食サービス業,25～29歳,22.13,21.98,287.54
2021,34,広島県,M,宿泊業，飲食サービス業,30～34歳,22.3,8.08,275.68
2021,34,広島県,M,宿泊業，飲食サービス業,35～39歳,23.12,12.8,290.24
2021,34,広島県,M,宿泊業，飲食サービス業,40～44歳,25.78,13.74,323.1
2021,34,広島県,M,宿泊業，飲食サービス業,45～49歳,26.86,21.48,343.8
2021,34,広島県,M,宿泊業，飲食サービス業,50～54歳,26.28,9.45,324.81
2021,34,広島県,M,宿泊業，飲食サービス業,55～59歳,30.83,22.91,392.87
2021,34,広島県,M,宿泊業，飲食サービス業,60～64歳,27.26,25.24,352.36
2021,34,広島県,M,宿泊業，飲食サービス業,65～69歳,16.68,0.44,200.6
2021,34,広島県,M,宿泊業，飲食サービス業,70歳～,16.45,0.39,197.79
2021,34,広島県,N,生活関連サービス業，娯楽業,年齢計,26.17,35.44,349.48
2021,34,広島県,N,生活関連サービス業，娯楽業,～19歳,18.95,2.06,229.46
2021,34,広島県,N,生活関連サービス業，娯楽業,20～24歳,19.87,14.6,253.04
2021,34,広島県,N,生活関連サービス業，娯楽業,25～29歳,22.33,32.32,300.28
2021,34,広島県,N,生活関連サービス業，娯楽業,30～34歳,25.22,36.42,339.06
2021,34,広島県,N,生活関連サービス業，娯楽業,35～39歳,27.55,33.91,364.51
2021,34,広島県,N,生活関連サービス業，娯楽業,40～44歳,27.78,37.88,371.24
2021,34,広島県,N,生活関連サービス業，娯楽業,45～49歳,28.72,48.03,392.67
2021,34,広島県,N,生活関連サービス業，娯楽業,50～54歳,29.35,49.83,402.03
2021,34,広島県,N,生活関連サービス業，娯楽業,55～59歳,27.65,39.75,371.55
2021,34,広島県,N,生活関連サービス業，娯楽業,60～64歳,27.4,26.75,355.55
2021,34,広島県,N,生活関連サービス業，娯楽業,65～69歳,24.77,23.44,320.68
2021,34,広島県,N,生活関連サービス業，娯楽業,70歳～,20.72,25.35,273.99
2021,34,広島県,O,教育，学習支援業,年齢計,35.18,115.53,537.69
2021,34,広島県,O,教育，学習支援業,～19歳,-,-,-
2021,34,広島県,O,教育，学習支援業,20～24歳,21.95,42.72,306.12
2021,34,広島県,O,教育，学習支援業,25～29歳,23.72,64.22,348.86
2021,34,広島県,O,教育，学習支援業,30～34歳,27.85,89.14,423.34
2021,34,広島県,O,教育，学習支援業,35～39歳,33.21,102,500.52
2021,34,広島県,O,教育，学習支援業,40～44歳,34.62,110.88,526.32
2021,34,広島県,O,教育，学習支援業,45～49歳,38.2,143.81,602.21
2021,34,広島県,O,教育，学習支援業,50～54歳,42.22,143.42,650.06
2021,34,広島県,O,教育，学習支援業,55～59歳,45.14,161.69,703.37
2021,34,広島県,O,教育，学習支援業,60～64歳,40.78,142.19,631.55
2021,34,広島県,O,教育，学習支援業,65～69歳,39.93,118.7,597.86
2021,34,広島県,O,教育，学習支援業,70歳～,29.1,53.06,402.26
2021,34,広島県,P,医療，福祉,年齢計,28.79,84.11,429.59
2021,34,広島県,P,医療，福祉,～19歳,16.48,6.06,203.82
2021,34,広島県,P,医療，福祉,20～24歳,20.86,41.87,292.19
2021,34,広島県,P,医療，福祉,25～29歳,24.87,65.24,363.68
2021,34,広島県,P,医療，福祉,30～34歳,25.93,72.68,383.84
2021,34,広島県,P,医療，福祉,35～39歳,29.76,85.73,442.85
2021,34,広島県,P,医療，福祉,40～44歳,31.35,98.17,474.37
2021,34,広島県,P,医療，福祉,45～49歳,30.68,100.95,469.11
2021,34,広島県,P,医療，福祉,50～54歳,30.35,98.15,462.35
2021,34,広島県,P,医療，福祉,55～59歳,28.62,84.79,428.23
2021,34,広島県,P,医療，福祉,60～64歳,29.63,68.78,424.34
2021,34,広島県,P,医療，福祉,65～69歳,31.95,67.99,451.39
2021,34,広島県,P,医療，福祉,70歳～,52.58,194.39,825.35
2021,34,広島県,Q,複合サービス事業,年齢計,31.36,112.95,489.27
2021,34,広島県,Q,複合サービス事業,～19歳,21.05,5.23,257.83
2021,34,広島県,Q,複合サービス事業,20～24歳,21.6,24.95,284.15
2021,34,広島県,Q,複合サービス事業,25～29歳,23.69,71.96,356.24
2021,34,広島県,Q,複合サービス事業,30～34歳,26.65,88.69,408.49
2021,34,広島県,Q,複合サービス事業,35～39歳,28.06,109.86,446.58
2021,34,広島県,Q,複合サービス事業,40～44歳,31.43,112.02,489.18
2021,34,広島県,Q,複合サービス事業,45～49歳,34.14,136.72,546.4
2021,34,広島県,Q,複合サービス事業,50～54歳,42.66,167.88,679.8
2021,34,広島県,Q,複合サービス事業,55～59歳,36.22,127.35,561.99
2021,34,広島県,Q,複合サービス事業,60～64歳,22.72,73.81,346.45
2021,34,広島県,Q,複合サービス事業,65～69歳,22.09,65.13,330.21
2021,34,広島県,Q,複合サービス事業,70歳～,-,-,-
2021,34,広島県,R,サービス業（他に分類されないもの）,年齢計,25.8,56.93,366.53
2021,34,広島県,R,サービス業（他に分類されないもの）,～19歳,15.67,0.52,188.56
2021,34,広島県,R,サービス業（他に分類されないもの）,20～24歳,20.06,20.79,261.51
2021,34,広島県,R,サービス業（他に分類されないもの）,25～29歳,22.32,31.93,299.77
2021,34,広島県,R,サービス業（他に分類されないもの）,30～34歳,24.33,42.36,334.32
2021,34,広島県,R,サービス業（他に分類されないもの）,35～39歳,27.14,56.84,382.52
2021,34,広島県,R,サービス業（他に分類されないもの）,40～44歳,26.81,65.47,387.19
2021,34,広島県,R,サービス業（他に分類されないもの）,45～49歳,29.62,91.6,447.04
2021,34,広島県,R,サービス業（他に分類されないもの）,50～54歳,29.19,81.09,431.37
2021,34,広島県,R,サービス業（他に分類されないもの）,55～59歳,26.54,66.59,385.07
2021,34,広島県,R,サービス業（他に分類されないもの）,60～64歳,24.2,38.15,328.55
2021,34,広島県,R,サービス業（他に分類されないもの）,65～69歳,21.47,22.96,280.6
2021,34,広島県,R,サービス業（他に分類されないもの）,70歳～,19.03,11.03,239.39
2021,35,山口県,C,鉱業，採石業，砂利採取業,年齢計,27.83,99.31,433.27
2021,35,山口県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2021,35,山口県,C,鉱業，採石業，砂利採取業,20～24歳,22.12,86.67,352.11
2021,35,山口県,C,鉱業，採石業，砂利採取業,25～29歳,21.21,88.47,342.99
2021,35,山口県,C,鉱業，採石業，砂利採取業,30～34歳,23.32,84.32,364.16
2021,35,山口県,C,鉱業，採石業，砂利採取業,35～39歳,26.68,101.43,421.59
2021,35,山口県,C,鉱業，採石業，砂利採取業,40～44歳,28.88,103.89,450.45
2021,35,山口県,C,鉱業，採石業，砂利採取業,45～49歳,28.97,100.56,448.2
2021,35,山口県,C,鉱業，採石業，砂利採取業,50～54歳,29.16,91.32,441.24
2021,35,山口県,C,鉱業，採石業，砂利採取業,55～59歳,37.67,165.83,617.87
2021,35,山口県,C,鉱業，採石業，砂利採取業,60～64歳,28.22,88.2,426.84
2021,35,山口県,C,鉱業，採石業，砂利採取業,65～69歳,21.62,50.78,310.22
2021,35,山口県,C,鉱業，採石業，砂利採取業,70歳～,38.7,92.5,556.9
2021,35,山口県,D,建設業,年齢計,30.42,93.24,458.28
2021,35,山口県,D,建設業,～19歳,17.44,8.53,217.81
2021,35,山口県,D,建設業,20～24歳,20.59,74.15,321.23
2021,35,山口県,D,建設業,25～29歳,24.49,99.57,393.45
2021,35,山口県,D,建設業,30～34歳,29.17,76.43,426.47
2021,35,山口県,D,建設業,35～39歳,30.39,113.6,478.28
2021,35,山口県,D,建設業,40～44歳,33.95,117.77,525.17
2021,35,山口県,D,建設業,45～49歳,32.85,118.42,512.62
2021,35,山口県,D,建設業,50～54歳,36.46,110.8,548.32
2021,35,山口県,D,建設業,55～59歳,33.92,103.7,510.74
2021,35,山口県,D,建設業,60～64歳,33.74,82.92,487.8
2021,35,山口県,D,建設業,65～69歳,29.22,27.06,377.7
2021,35,山口県,D,建設業,70歳～,31.95,12.47,395.87
2021,35,山口県,E,製造業,年齢計,29.37,105.54,457.98
2021,35,山口県,E,製造業,～19歳,18.55,28.01,250.61
2021,35,山口県,E,製造業,20～24歳,19.69,55.9,292.18
2021,35,山口県,E,製造業,25～29歳,23,76.98,352.98
2021,35,山口県,E,製造業,30～34歳,26.7,98.22,418.62
2021,35,山口県,E,製造業,35～39歳,29.21,108.95,459.47
2021,35,山口県,E,製造業,40～44歳,30.29,110.56,474.04
2021,35,山口県,E,製造業,45～49歳,34.63,138.49,554.05
2021,35,山口県,E,製造業,50～54歳,36.22,146.58,581.22
2021,35,山口県,E,製造業,55～59歳,37.02,146.99,591.23
2021,35,山口県,E,製造業,60～64歳,26.22,57.65,372.29
2021,35,山口県,E,製造業,65～69歳,22.14,32.53,298.21
2021,35,山口県,E,製造業,70歳～,21.42,29.29,286.33
2021,35,山口県,F,電気・ガス・熱供給・水道業,年齢計,40.16,136.71,618.63
2021,35,山口県,F,電気・ガス・熱供給・水道業,～19歳,17.69,22.52,234.8
2021,35,山口県,F,電気・ガス・熱供給・水道業,20～24歳,20.69,68.45,316.73
2021,35,山口県,F,電気・ガス・熱供給・水道業,25～29歳,25.39,73.31,377.99
2021,35,山口県,F,電気・ガス・熱供給・水道業,30～34歳,27.46,97.8,427.32
2021,35,山口県,F,電気・ガス・熱供給・水道業,35～39歳,34.18,116.98,527.14
2021,35,山口県,F,電気・ガス・熱供給・水道業,40～44歳,38.92,134.05,601.09
2021,35,山口県,F,電気・ガス・熱供給・水道業,45～49歳,48.82,170.23,756.07
2021,35,山口県,F,電気・ガス・熱供給・水道業,50～54歳,49.75,178.88,775.88
2021,35,山口県,F,電気・ガス・熱供給・水道業,55～59歳,52.85,184.41,818.61
2021,35,山口県,F,電気・ガス・熱供給・水道業,60～64歳,21.3,62.89,318.49
2021,35,山口県,F,電気・ガス・熱供給・水道業,65～69歳,26.21,37.48,352
2021,35,山口県,F,電気・ガス・熱供給・水道業,70歳～,26.22,0,314.64
2021,35,山口県,G,情報通信業,年齢計,34.22,133.67,544.31
2021,35,山口県,G,情報通信業,～19歳,-,-,-
2021,35,山口県,G,情報通信業,20～24歳,21.19,74.55,328.83
2021,35,山口県,G,情報通信業,25～29歳,24.1,78,367.2
2021,35,山口県,G,情報通信業,30～34歳,28.22,124.77,463.41
2021,35,山口県,G,情報通信業,35～39歳,28.78,130.85,476.21
2021,35,山口県,G,情報通信業,40～44歳,35.9,135.6,566.4
2021,35,山口県,G,情報通信業,45～49歳,36.5,175.14,613.14
2021,35,山口県,G,情報通信業,50～54歳,49.25,149.64,740.64
2021,35,山口県,G,情報通信業,55～59歳,38.88,163.32,629.88
2021,35,山口県,G,情報通信業,60～64歳,31.73,87.34,468.1
2021,35,山口県,G,情報通信業,65～69歳,31.17,14.23,388.27
2021,35,山口県,G,情報通信業,70歳～,-,-,-
2021,35,山口県,H,運輸業，郵便業,年齢計,24.59,51.25,346.33
2021,35,山口県,H,運輸業，郵便業,～19歳,18.71,18.89,243.41
2021,35,山口県,H,運輸業，郵便業,20～24歳,19.96,30.41,269.93
2021,35,山口県,H,運輸業，郵便業,25～29歳,21.94,55.37,318.65
2021,35,山口県,H,運輸業，郵便業,30～34歳,22.54,51.28,321.76
2021,35,山口県,H,運輸業，郵便業,35～39歳,25.45,62.81,368.21
2021,35,山口県,H,運輸業，郵便業,40～44歳,25.65,62.51,370.31
2021,35,山口県,H,運輸業，郵便業,45～49歳,25.23,52.03,354.79
2021,35,山口県,H,運輸業，郵便業,50～54歳,26.72,62.91,383.55
2021,35,山口県,H,運輸業，郵便業,55～59歳,26.05,52.15,364.75
2021,35,山口県,H,運輸業，郵便業,60～64歳,25.07,45.66,346.5
2021,35,山口県,H,運輸業，郵便業,65～69歳,18.54,17.68,240.16
2021,35,山口県,H,運輸業，郵便業,70歳～,17.35,12.57,220.77
2021,35,山口県,I,卸売業，小売業,年齢計,26.5,67.71,385.71
2021,35,山口県,I,卸売業，小売業,～19歳,16.22,6.22,200.86
2021,35,山口県,I,卸売業，小売業,20～24歳,18.89,24.63,251.31
2021,35,山口県,I,卸売業，小売業,25～29歳,22.68,60.79,332.95
2021,35,山口県,I,卸売業，小売業,30～34歳,24.77,69.65,366.89
2021,35,山口県,I,卸売業，小売業,35～39歳,26.04,76.11,388.59
2021,35,山口県,I,卸売業，小売業,40～44歳,28.84,82.03,428.11
2021,35,山口県,I,卸売業，小売業,45～49歳,29.25,87.13,438.13
2021,35,山口県,I,卸売業，小売業,50～54歳,32.33,90.46,478.42
2021,35,山口県,I,卸売業，小売業,55～59歳,29.21,68.58,419.1
2021,35,山口県,I,卸売業，小売業,60～64歳,25.16,35.43,337.35
2021,35,山口県,I,卸売業，小売業,65～69歳,20,35.65,275.65
2021,35,山口県,I,卸売業，小売業,70歳～,18.48,8.65,230.41
2021,35,山口県,J,金融業，保険業,年齢計,32.08,101.28,486.24
2021,35,山口県,J,金融業，保険業,～19歳,15.22,18.32,200.96
2021,35,山口県,J,金融業，保険業,20～24歳,19.37,36.66,269.1
2021,35,山口県,J,金融業，保険業,25～29歳,22.49,74.04,343.92
2021,35,山口県,J,金融業，保険業,30～34歳,28.03,88.27,424.63
2021,35,山口県,J,金融業，保険業,35～39歳,31.75,98.63,479.63
2021,35,山口県,J,金融業，保険業,40～44歳,33.85,119.6,525.8
2021,35,山口県,J,金融業，保険業,45～49歳,41.28,146.21,641.57
2021,35,山口県,J,金融業，保険業,50～54歳,39.54,130.66,605.14
2021,35,山口県,J,金融業，保険業,55～59歳,37.2,120.3,566.7
2021,35,山口県,J,金融業，保険業,60～64歳,28.88,65.26,411.82
2021,35,山口県,J,金融業，保険業,65～69歳,30.48,83.85,449.61
2021,35,山口県,J,金融業，保険業,70歳～,33.42,65.89,466.93
2021,35,山口県,K,不動産業，物品賃貸業,年齢計,24.96,62.87,362.39
2021,35,山口県,K,不動産業，物品賃貸業,～19歳,18.38,6.15,226.71
2021,35,山口県,K,不動産業，物品賃貸業,20～24歳,19.27,43.42,274.66
2021,35,山口県,K,不動産業，物品賃貸業,25～29歳,20.59,55.06,302.14
2021,35,山口県,K,不動産業，物品賃貸業,30～34歳,23.01,63.95,340.07
2021,35,山口県,K,不動産業，物品賃貸業,35～39歳,22.76,54.24,327.36
2021,35,山口県,K,不動産業，物品賃貸業,40～44歳,25.4,62.57,367.37
2021,35,山口県,K,不動産業，物品賃貸業,45～49歳,28.28,77.24,416.6
2021,35,山口県,K,不動産業，物品賃貸業,50～54歳,27.71,77.13,409.65
2021,35,山口県,K,不動産業，物品賃貸業,55～59歳,30.9,79.28,450.08
2021,35,山口県,K,不動産業，物品賃貸業,60～64歳,25.73,64.08,372.84
2021,35,山口県,K,不動産業，物品賃貸業,65～69歳,22.18,38.91,305.07
2021,35,山口県,K,不動産業，物品賃貸業,70歳～,20.02,13.73,253.97
2021,35,山口県,L,学術研究，専門・技術サービス業,年齢計,31.56,114.45,493.17
2021,35,山口県,L,学術研究，専門・技術サービス業,～19歳,17.22,14.27,220.91
2021,35,山口県,L,学術研究，専門・技術サービス業,20～24歳,20.03,55.09,295.45
2021,35,山口県,L,学術研究，専門・技術サービス業,25～29歳,24.04,77.03,365.51
2021,35,山口県,L,学術研究，専門・技術サービス業,30～34歳,28.79,90.51,435.99
2021,35,山口県,L,学術研究，専門・技術サービス業,35～39歳,31.16,120.26,494.18
2021,35,山口県,L,学術研究，専門・技術サービス業,40～44歳,33.54,127.78,530.26
2021,35,山口県,L,学術研究，専門・技術サービス業,45～49歳,35.15,136.08,557.88
2021,35,山口県,L,学術研究，専門・技術サービス業,50～54歳,39.17,163.57,633.61
2021,35,山口県,L,学術研究，専門・技術サービス業,55～59歳,38.97,145.47,613.11
2021,35,山口県,L,学術研究，専門・技術サービス業,60～64歳,32.22,114.36,501
2021,35,山口県,L,学術研究，専門・技術サービス業,65～69歳,28.65,67.42,411.22
2021,35,山口県,L,学術研究，専門・技術サービス業,70歳～,24.79,97.51,394.99
2021,35,山口県,M,宿泊業，飲食サービス業,年齢計,22.51,21.78,291.9
2021,35,山口県,M,宿泊業，飲食サービス業,～19歳,16.65,10.96,210.76
2021,35,山口県,M,宿泊業，飲食サービス業,20～24歳,18.08,12.24,229.2
2021,35,山口県,M,宿泊業，飲食サービス業,25～29歳,19.72,14.65,251.29
2021,35,山口県,M,宿泊業，飲食サービス業,30～34歳,21.63,45.91,305.47
2021,35,山口県,M,宿泊業，飲食サービス業,35～39歳,22.14,19.09,284.77
2021,35,山口県,M,宿泊業，飲食サービス業,40～44歳,22.85,14.38,288.58
2021,35,山口県,M,宿泊業，飲食サービス業,45～49歳,27.28,33.23,360.59
2021,35,山口県,M,宿泊業，飲食サービス業,50～54歳,24.34,31.54,323.62
2021,35,山口県,M,宿泊業，飲食サービス業,55～59歳,28.12,13.46,350.9
2021,35,山口県,M,宿泊業，飲食サービス業,60～64歳,23.67,14.74,298.78
2021,35,山口県,M,宿泊業，飲食サービス業,65～69歳,13.6,5.47,168.67
2021,35,山口県,M,宿泊業，飲食サービス業,70歳～,17.58,8.42,219.38
2021,35,山口県,N,生活関連サービス業，娯楽業,年齢計,24.93,34.84,334
2021,35,山口県,N,生活関連サービス業，娯楽業,～19歳,17.59,1.93,213.01
2021,35,山口県,N,生活関連サービス業，娯楽業,20～24歳,18.94,5.8,233.08
2021,35,山口県,N,生活関連サービス業，娯楽業,25～29歳,22.65,29.87,301.67
2021,35,山口県,N,生活関連サービス業，娯楽業,30～34歳,28.43,41.17,382.33
2021,35,山口県,N,生活関連サービス業，娯楽業,35～39歳,27.03,50.07,374.43
2021,35,山口県,N,生活関連サービス業，娯楽業,40～44歳,30.44,56.99,422.27
2021,35,山口県,N,生活関連サービス業，娯楽業,45～49歳,29.56,39.63,394.35
2021,35,山口県,N,生活関連サービス業，娯楽業,50～54歳,26.72,43.6,364.24
2021,35,山口県,N,生活関連サービス業，娯楽業,55～59歳,25.68,30.39,338.55
2021,35,山口県,N,生活関連サービス業，娯楽業,60～64歳,20.06,30.3,271.02
2021,35,山口県,N,生活関連サービス業，娯楽業,65～69歳,15.9,13.91,204.71
2021,35,山口県,N,生活関連サービス業，娯楽業,70歳～,14.43,2.81,175.97
2021,35,山口県,O,教育，学習支援業,年齢計,33.72,116.82,521.46
2021,35,山口県,O,教育，学習支援業,～19歳,-,-,-
2021,35,山口県,O,教育，学習支援業,20～24歳,19.99,39.63,279.51
2021,35,山口県,O,教育，学習支援業,25～29歳,23.81,70.48,356.2
2021,35,山口県,O,教育，学習支援業,30～34歳,28.23,84.38,423.14
2021,35,山口県,O,教育，学習支援業,35～39歳,31.16,110.65,484.57
2021,35,山口県,O,教育，学習支援業,40～44歳,34.56,110.81,525.53
2021,35,山口県,O,教育，学習支援業,45～49歳,37.57,144.61,595.45
2021,35,山口県,O,教育，学習支援業,50～54歳,41.83,164.94,666.9
2021,35,山口県,O,教育，学習支援業,55～59歳,45.63,182.82,730.38
2021,35,山口県,O,教育，学習支援業,60～64歳,32.02,99.43,483.67
2021,35,山口県,O,教育，学習支援業,65～69歳,36.77,86.13,527.37
2021,35,山口県,O,教育，学習支援業,70歳～,34.4,160.84,573.64
2021,35,山口県,P,医療，福祉,年齢計,28.04,79.51,415.99
2021,35,山口県,P,医療，福祉,～19歳,16.98,10.3,214.06
2021,35,山口県,P,医療，福祉,20～24歳,21.04,43.99,296.47
2021,35,山口県,P,医療，福祉,25～29歳,24.61,67.52,362.84
2021,35,山口県,P,医療，福祉,30～34歳,24.06,66.88,355.6
2021,35,山口県,P,医療，福祉,35～39歳,27.41,79.16,408.08
2021,35,山口県,P,医療，福祉,40～44歳,28.9,79.15,425.95
2021,35,山口県,P,医療，福祉,45～49歳,27.86,85.99,420.31
2021,35,山口県,P,医療，福祉,50～54歳,29.76,93.52,450.64
2021,35,山口県,P,医療，福祉,55～59歳,30.47,91.78,457.42
2021,35,山口県,P,医療，福祉,60～64歳,33.43,89.25,490.41
2021,35,山口県,P,医療，福祉,65～69歳,30.73,72.13,440.89
2021,35,山口県,P,医療，福祉,70歳～,38.88,85.84,552.4
2021,35,山口県,Q,複合サービス事業,年齢計,27.78,84.96,418.32
2021,35,山口県,Q,複合サービス事業,～19歳,16.39,12.53,209.21
2021,35,山口県,Q,複合サービス事業,20～24歳,18.74,58.57,283.45
2021,35,山口県,Q,複合サービス事業,25～29歳,23.05,65.49,342.09
2021,35,山口県,Q,複合サービス事業,30～34歳,23.24,75.29,354.17
2021,35,山口県,Q,複合サービス事業,35～39歳,25.45,76.16,381.56
2021,35,山口県,Q,複合サービス事業,40～44歳,32.76,115.82,508.94
2021,35,山口県,Q,複合サービス事業,45～49歳,32.8,102.56,496.16
2021,35,山口県,Q,複合サービス事業,50～54歳,31.91,105.82,488.74
2021,35,山口県,Q,複合サービス事業,55～59歳,34.46,105.47,518.99
2021,35,山口県,Q,複合サービス事業,60～64歳,21.75,26.07,287.07
2021,35,山口県,Q,複合サービス事業,65～69歳,20.17,15.57,257.61
2021,35,山口県,Q,複合サービス事業,70歳～,-,-,-
2021,35,山口県,R,サービス業（他に分類されないもの）,年齢計,24.73,66.77,363.53
2021,35,山口県,R,サービス業（他に分類されないもの）,～19歳,17.56,20.23,230.95
2021,35,山口県,R,サービス業（他に分類されないもの）,20～24歳,19.11,38.85,268.17
2021,35,山口県,R,サービス業（他に分類されないもの）,25～29歳,20.98,48.13,299.89
2021,35,山口県,R,サービス業（他に分類されないもの）,30～34歳,22.48,62.14,331.9
2021,35,山口県,R,サービス業（他に分類されないもの）,35～39歳,25.66,81.12,389.04
2021,35,山口県,R,サービス業（他に分類されないもの）,40～44歳,25.79,68.75,378.23
2021,35,山口県,R,サービス業（他に分類されないもの）,45～49歳,26.46,78.92,396.44
2021,35,山口県,R,サービス業（他に分類されないもの）,50～54歳,27.19,73.98,400.26
2021,35,山口県,R,サービス業（他に分類されないもの）,55～59歳,26.06,74.64,387.36
2021,35,山口県,R,サービス業（他に分類されないもの）,60～64歳,23.19,59.75,338.03
2021,35,山口県,R,サービス業（他に分類されないもの）,65～69歳,22.28,41.06,308.42
2021,35,山口県,R,サービス業（他に分類されないもの）,70歳～,17.89,11.85,226.53
2021,36,徳島県,C,鉱業，採石業，砂利採取業,年齢計,26.2,77.91,392.31
2021,36,徳島県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2021,36,徳島県,C,鉱業，採石業，砂利採取業,20～24歳,20.27,69.6,312.84
2021,36,徳島県,C,鉱業，採石業，砂利採取業,25～29歳,25.42,41.58,346.62
2021,36,徳島県,C,鉱業，採石業，砂利採取業,30～34歳,20.36,102.49,346.81
2021,36,徳島県,C,鉱業，採石業，砂利採取業,35～39歳,20.18,105.75,347.91
2021,36,徳島県,C,鉱業，採石業，砂利採取業,40～44歳,26.67,69.05,389.09
2021,36,徳島県,C,鉱業，採石業，砂利採取業,45～49歳,27.26,132.91,460.03
2021,36,徳島県,C,鉱業，採石業，砂利採取業,50～54歳,23.65,79,362.8
2021,36,徳島県,C,鉱業，採石業，砂利採取業,55～59歳,32.04,106.04,490.52
2021,36,徳島県,C,鉱業，採石業，砂利採取業,60～64歳,26.96,62.49,386.01
2021,36,徳島県,C,鉱業，採石業，砂利採取業,65～69歳,27.45,2.5,331.9
2021,36,徳島県,C,鉱業，採石業，砂利採取業,70歳～,40,0,480
2021,36,徳島県,D,建設業,年齢計,29.99,62.98,422.86
