集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,26.05,46.41,359.01
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,30.32,68.46,432.3
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,27.71,47.31,379.83
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,26.17,36.34,350.38
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,23.92,25.74,312.78
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,21.21,22.59,277.11
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,22.72,11.24,283.88
2021,46,鹿児島県,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,29.67,26.67,382.71
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,年齢計,31.99,106.4,490.28
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,～19歳,-,-,-
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,20～24歳,20.85,60.55,310.75
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,25～29歳,23.7,68.47,352.87
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,30～34歳,26.4,76.65,393.45
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,35～39歳,31.42,109.85,486.89
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,40～44歳,34.25,111.49,522.49
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,45～49歳,35.1,124.07,545.27
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,50～54歳,38.17,115.69,573.73
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,55～59歳,37.97,131.44,587.08
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,60～64歳,36.9,132.58,575.38
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,65～69歳,29.11,98.46,447.78
2021,46,鹿児島県,O,教育，学習支援業,81,学校教育,70歳～,36.23,192.42,627.18
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,22.22,25.9,292.54
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,-,-,-
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,19.38,12.87,245.43
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,19.46,20.09,253.61
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,23.17,29.94,307.98
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,24.79,15.74,313.22
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,22.51,39.04,309.16
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,23.63,40.28,323.84
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,23.69,21.59,305.87
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,24.92,31.43,330.47
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,20.44,19.08,264.36
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,17.32,11.73,219.57
2021,46,鹿児島県,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,18.37,9.05,229.49
2021,46,鹿児島県,P,医療，福祉,83,医療業,年齢計,29.35,57.81,410.01
2021,46,鹿児島県,P,医療，福祉,83,医療業,～19歳,-,-,-
2021,46,鹿児島県,P,医療，福祉,83,医療業,20～24歳,22.2,38.07,304.47
2021,46,鹿児島県,P,医療，福祉,83,医療業,25～29歳,25.52,51.56,357.8
2021,46,鹿児島県,P,医療，福祉,83,医療業,30～34歳,26.07,66,378.84
2021,46,鹿児島県,P,医療，福祉,83,医療業,35～39歳,26.79,63.75,385.23
2021,46,鹿児島県,P,医療，福祉,83,医療業,40～44歳,27.68,59.21,391.37
2021,46,鹿児島県,P,医療，福祉,83,医療業,45～49歳,31.93,67.35,450.51
2021,46,鹿児島県,P,医療，福祉,83,医療業,50～54歳,36.98,77.15,520.91
2021,46,鹿児島県,P,医療，福祉,83,医療業,55～59歳,29.98,63.97,423.73
2021,46,鹿児島県,P,医療，福祉,83,医療業,60～64歳,30.88,32.07,402.63
2021,46,鹿児島県,P,医療，福祉,83,医療業,65～69歳,38.07,11.86,468.7
2021,46,鹿児島県,P,医療，福祉,83,医療業,70歳～,63.56,6.82,769.54
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,19.51,6.69,240.81
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,20.84,0,250.08
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,21.22,0,254.64
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,20.44,17.32,262.6
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,20.29,2.34,245.82
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,22.54,10.18,280.66
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,20.13,7.11,248.67
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,19.24,6.77,237.65
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,18.78,2.48,227.84
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,18.62,7.83,231.27
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,16.84,3.02,205.1
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,14.57,6.3,181.14
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,13.65,0.43,164.23
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,20.59,42.37,289.45
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,15.77,3.73,192.97
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,16.92,27.98,231.02
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,19.72,49.91,286.55
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,19.48,42.75,276.51
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,22.15,57.84,323.64
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,23.61,57.64,340.96
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,25.65,79.89,387.69
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,19.78,34.45,271.81
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,21.79,44.98,306.46
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,19.86,28.61,266.93
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,18.3,13.57,233.17
2021,46,鹿児島県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,16.51,12.68,210.8
2021,47,沖縄県,E,製造業,09,食料品製造業,年齢計,19,20.98,248.98
2021,47,沖縄県,E,製造業,09,食料品製造業,～19歳,14.72,0,176.64
2021,47,沖縄県,E,製造業,09,食料品製造業,20～24歳,17.3,21,228.6
2021,47,沖縄県,E,製造業,09,食料品製造業,25～29歳,16.24,13.47,208.35
2021,47,沖縄県,E,製造業,09,食料品製造業,30～34歳,18.69,17.72,242
2021,47,沖縄県,E,製造業,09,食料品製造業,35～39歳,21.82,37.73,299.57
2021,47,沖縄県,E,製造業,09,食料品製造業,40～44歳,20.47,30.44,276.08
2021,47,沖縄県,E,製造業,09,食料品製造業,45～49歳,23.04,37.24,313.72
2021,47,沖縄県,E,製造業,09,食料品製造業,50～54歳,21.24,17.69,272.57
2021,47,沖縄県,E,製造業,09,食料品製造業,55～59歳,20.2,16.68,259.08
2021,47,沖縄県,E,製造業,09,食料品製造業,60～64歳,15.94,13.33,204.61
2021,47,沖縄県,E,製造業,09,食料品製造業,65～69歳,14.36,1.06,173.38
2021,47,沖縄県,E,製造業,09,食料品製造業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,22.05,46.66,311.26
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,17.82,18.22,232.06
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,18.03,10.55,226.91
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,18.49,30.34,252.22
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,19.06,36.34,265.06
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,21.34,38.77,294.85
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,24.19,66.81,357.09
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,26.42,62.96,380
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,23.97,55.59,343.23
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,20.87,42.6,293.04
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,17.29,11.86,219.34
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,-,-,-
2021,47,沖縄県,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,19,0,228
2021,47,沖縄県,E,製造業,11,繊維工業,年齢計,17.59,1.54,212.62
2021,47,沖縄県,E,製造業,11,繊維工業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,11,繊維工業,20～24歳,15.6,14.35,201.55
2021,47,沖縄県,E,製造業,11,繊維工業,25～29歳,12.28,0,147.36
2021,47,沖縄県,E,製造業,11,繊維工業,30～34歳,20.21,1.39,243.91
2021,47,沖縄県,E,製造業,11,繊維工業,35～39歳,14.83,0,177.96
2021,47,沖縄県,E,製造業,11,繊維工業,40～44歳,21.44,0,257.28
2021,47,沖縄県,E,製造業,11,繊維工業,45～49歳,15.37,1.22,185.66
2021,47,沖縄県,E,製造業,11,繊維工業,50～54歳,14.41,0,172.92
2021,47,沖縄県,E,製造業,11,繊維工業,55～59歳,14.08,0,168.96
2021,47,沖縄県,E,製造業,11,繊維工業,60～64歳,22.32,7.45,275.29
2021,47,沖縄県,E,製造業,11,繊維工業,65～69歳,17,0,204
2021,47,沖縄県,E,製造業,11,繊維工業,70歳～,10.6,0,127.2
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,25,43.72,343.72
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,-,-,-
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,18.68,26.5,250.66
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,18.39,11.43,232.11
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,21.11,46.43,299.75
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,27.92,42.4,377.44
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,24.21,65.67,356.19
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,29.43,52.57,405.73
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,26.61,61.5,380.82
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,33.48,64.25,466.01
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,33,60,456
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,-,-,-
2021,47,沖縄県,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,-,-,-
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,年齢計,21.8,64.38,325.98
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,20～24歳,18.2,0,218.4
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,25～29歳,22.13,73.34,338.9
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,30～34歳,20.71,50.16,298.68
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,35～39歳,24.76,142.31,439.43
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,40～44歳,18.77,2.33,227.57
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,45～49歳,20.44,61.97,307.25
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,50～54歳,17.89,8,222.68
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,55～59歳,20.66,1.6,249.52
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,60～64歳,20.68,4.75,252.91
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,65～69歳,21.03,0,252.36
2021,47,沖縄県,E,製造業,13,家具・装備品製造業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,22.39,43.12,311.8
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,16.58,33.79,232.75
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,18.73,23.2,247.96
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,20.62,37.87,285.31
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,20.95,37.37,288.77
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,23.07,51.66,328.5
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,24.6,59.48,354.68
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,23.65,41.04,324.84
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,25.92,36.56,347.6
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,20.46,45.06,290.58
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,17.62,29.83,241.27
2021,47,沖縄県,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,21.62,21.65,281.09
2021,47,沖縄県,E,製造業,15,印刷・同関連業,年齢計,22.17,14.73,280.77
2021,47,沖縄県,E,製造業,15,印刷・同関連業,～19歳,16.5,0,198
2021,47,沖縄県,E,製造業,15,印刷・同関連業,20～24歳,16.57,5.47,204.31
2021,47,沖縄県,E,製造業,15,印刷・同関連業,25～29歳,17.97,10.62,226.26
2021,47,沖縄県,E,製造業,15,印刷・同関連業,30～34歳,18.83,14.4,240.36
2021,47,沖縄県,E,製造業,15,印刷・同関連業,35～39歳,20.52,10.61,256.85
2021,47,沖縄県,E,製造業,15,印刷・同関連業,40～44歳,23.35,19.15,299.35
2021,47,沖縄県,E,製造業,15,印刷・同関連業,45～49歳,25.5,16.66,322.66
2021,47,沖縄県,E,製造業,15,印刷・同関連業,50～54歳,26.52,15.27,333.51
2021,47,沖縄県,E,製造業,15,印刷・同関連業,55～59歳,25.31,20.5,324.22
2021,47,沖縄県,E,製造業,15,印刷・同関連業,60～64歳,20.23,18.97,261.73
2021,47,沖縄県,E,製造業,15,印刷・同関連業,65～69歳,21.68,43.96,304.12
2021,47,沖縄県,E,製造業,15,印刷・同関連業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,16,化学工業,年齢計,24.78,51.84,349.2
2021,47,沖縄県,E,製造業,16,化学工業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,16,化学工業,20～24歳,18.77,0,225.24
2021,47,沖縄県,E,製造業,16,化学工業,25～29歳,17.89,41.98,256.66
2021,47,沖縄県,E,製造業,16,化学工業,30～34歳,20.07,28.03,268.87
2021,47,沖縄県,E,製造業,16,化学工業,35～39歳,25.31,44.18,347.9
2021,47,沖縄県,E,製造業,16,化学工業,40～44歳,25.48,46.15,351.91
2021,47,沖縄県,E,製造業,16,化学工業,45～49歳,25.15,59.9,361.7
2021,47,沖縄県,E,製造業,16,化学工業,50～54歳,27.86,70.26,404.58
2021,47,沖縄県,E,製造業,16,化学工業,55～59歳,30.93,92.26,463.42
2021,47,沖縄県,E,製造業,16,化学工業,60～64歳,19.26,15.46,246.58
2021,47,沖縄県,E,製造業,16,化学工業,65～69歳,13.8,13.4,179
2021,47,沖縄県,E,製造業,16,化学工業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,23.86,49.88,336.2
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,-,-,-
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,18.53,42.32,264.68
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,22.18,26,292.16
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,19.27,63.95,295.19
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,20.65,55.87,303.67
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,24.56,58.64,353.36
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,25.06,59.66,360.38
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,28.2,32.4,370.8
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,24.86,41.58,339.9
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,26.94,47.23,370.51
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,22.42,10.7,279.74
2021,47,沖縄県,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,29.1,41.5,390.7
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,年齢計,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,20～24歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,25～29歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,30～34歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,35～39歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,40～44歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,45～49歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,50～54歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,55～59歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,60～64歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,65～69歳,-,-,-
2021,47,沖縄県,E,製造業,19,ゴム製品製造業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,年齢計,26.87,58.83,381.27
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,20～24歳,17.92,26.06,241.1
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,25～29歳,19.48,41.47,275.23
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,30～34歳,20.73,36.04,284.8
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,35～39歳,28.81,68.76,414.48
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,40～44歳,31.05,62.98,435.58
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,45～49歳,25.95,61.36,372.76
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,50～54歳,28.56,71.64,414.36
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,55～59歳,33.15,69.59,467.39
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,60～64歳,23.63,32.99,316.55
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,65～69歳,21.27,30.34,285.58
2021,47,沖縄県,E,製造業,21,窯業・土石製品製造業,70歳～,26.58,70,388.96
2021,47,沖縄県,E,製造業,22,鉄鋼業,年齢計,25.39,45.82,350.5
2021,47,沖縄県,E,製造業,22,鉄鋼業,～19歳,17.29,16.29,223.77
2021,47,沖縄県,E,製造業,22,鉄鋼業,20～24歳,18.59,37.05,260.13
2021,47,沖縄県,E,製造業,22,鉄鋼業,25～29歳,22.32,42.51,310.35
2021,47,沖縄県,E,製造業,22,鉄鋼業,30～34歳,25.15,44.54,346.34
2021,47,沖縄県,E,製造業,22,鉄鋼業,35～39歳,27.59,47.15,378.23
2021,47,沖縄県,E,製造業,22,鉄鋼業,40～44歳,29,50.07,398.07
2021,47,沖縄県,E,製造業,22,鉄鋼業,45～49歳,28.04,53.19,389.67
2021,47,沖縄県,E,製造業,22,鉄鋼業,50～54歳,27.21,53.78,380.3
2021,47,沖縄県,E,製造業,22,鉄鋼業,55～59歳,25.87,50.89,361.33
2021,47,沖縄県,E,製造業,22,鉄鋼業,60～64歳,19.17,22.74,252.78
2021,47,沖縄県,E,製造業,22,鉄鋼業,65～69歳,19.4,20.79,253.59
2021,47,沖縄県,E,製造業,22,鉄鋼業,70歳～,32.32,61.73,449.57
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,年齢計,28.12,66.81,404.25
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,～19歳,20.6,30.1,277.3
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,20～24歳,22.61,61.8,333.12
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,25～29歳,-,-,-
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,30～34歳,23.96,57.9,345.42
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,35～39歳,28.79,60.44,405.92
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,40～44歳,29.75,72.39,429.39
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,45～49歳,37.43,60.32,509.48
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,50～54歳,31.93,81.73,464.89
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,55～59歳,23.78,63.98,349.34
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,60～64歳,26.88,74.33,396.89
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,65～69歳,22.14,50.68,316.36
2021,47,沖縄県,E,製造業,23,非鉄金属製造業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,24,金属製品製造業,年齢計,26.23,65.42,380.18
2021,47,沖縄県,E,製造業,24,金属製品製造業,～19歳,16.54,0,198.48
2021,47,沖縄県,E,製造業,24,金属製品製造業,20～24歳,17.1,44.96,250.16
2021,47,沖縄県,E,製造業,24,金属製品製造業,25～29歳,20.18,41.11,283.27
2021,47,沖縄県,E,製造業,24,金属製品製造業,30～34歳,21.71,52.88,313.4
2021,47,沖縄県,E,製造業,24,金属製品製造業,35～39歳,26.06,64.71,377.43
2021,47,沖縄県,E,製造業,24,金属製品製造業,40～44歳,25.02,68.68,368.92
2021,47,沖縄県,E,製造業,24,金属製品製造業,45～49歳,27.96,66.65,402.17
2021,47,沖縄県,E,製造業,24,金属製品製造業,50～54歳,31.31,93.51,469.23
2021,47,沖縄県,E,製造業,24,金属製品製造業,55～59歳,33.58,93.64,496.6
2021,47,沖縄県,E,製造業,24,金属製品製造業,60～64歳,29.79,59.22,416.7
2021,47,沖縄県,E,製造業,24,金属製品製造業,65～69歳,21.34,27.03,283.11
2021,47,沖縄県,E,製造業,24,金属製品製造業,70歳～,19.65,0,235.8
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,年齢計,23.96,50.05,337.57
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,～19歳,-,-,-
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,20～24歳,19.69,24.13,260.41
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,25～29歳,23.16,49.23,327.15
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,30～34歳,24.32,68.08,359.92
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,35～39歳,28.24,67,405.88
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,40～44歳,27.24,71.5,398.38
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,45～49歳,19.73,19.59,256.35
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,50～54歳,21.85,26.46,288.66
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,55～59歳,27.47,14.5,344.14
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,60～64歳,25.86,43,353.32
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,65～69歳,-,-,-
2021,47,沖縄県,E,製造業,25,はん用機械器具製造業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,年齢計,22,48.83,312.83
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,～19歳,16.95,6.89,210.29
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,20～24歳,19.25,42.1,273.1
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,25～29歳,19.43,47.76,280.92
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,30～34歳,19.79,32.93,270.41
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,35～39歳,23.76,57.19,342.31
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,40～44歳,25.01,59.39,359.51
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,45～49歳,27.15,76.97,402.77
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,50～54歳,21.2,61.96,316.36
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,55～59歳,20.04,19.92,260.4
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,60～64歳,-,-,-
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,65～69歳,-,-,-
2021,47,沖縄県,E,製造業,26,生産用機械器具製造業,70歳～,-,-,-
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,年齢計,23,43.63,319.63
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,～19歳,16,0,192
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,20～24歳,16.56,50.04,248.76
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,25～29歳,21.61,46.68,306
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,30～34歳,21.72,29.6,290.24
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,35～39歳,18.47,26.75,248.39
2021,47,沖縄県,E,製造業,27,業務用機械器具製造業,40～44歳,17.19,24.99,231.27
