集計年,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2015,L,学術研究，専門・技術サービス業,20～24歳,20.9102,34.581,285.5037
2015,L,学術研究，専門・技術サービス業,25～29歳,25.5025,71.4983,377.5281
2015,L,学術研究，専門・技術サービス業,30～34歳,30.8125,102.8119,472.5619
2015,L,学術研究，専門・技術サービス業,35～39歳,35.5648,120.3469,547.1245
2015,L,学術研究，専門・技術サービス業,40～44歳,40.1876,136.9442,619.1954
2015,L,学術研究，専門・技術サービス業,45～49歳,43.694,159.5811,683.9088
2015,L,学術研究，専門・技術サービス業,50～54歳,47.0598,174.1818,738.8999
2015,L,学術研究，専門・技術サービス業,55～59歳,47.1291,167.3903,732.939
2015,L,学術研究，専門・技術サービス業,60～64歳,34.3985,76.5676,489.3502
2015,L,学術研究，専門・技術サービス業,65～69歳,36.4842,78.3664,516.1762
2015,L,学術研究，専門・技術サービス業,70歳～,26.1781,39.9493,354.0868
2015,M,宿泊業，飲食サービス業,年齢計,24.3956,31.195,323.9419
2015,M,宿泊業，飲食サービス業,～19歳,16.345,4.4876,200.6277
2015,M,宿泊業，飲食サービス業,20～24歳,18.5057,14.4357,236.5037
2015,M,宿泊業，飲食サービス業,25～29歳,20.8812,25.8879,276.4627
2015,M,宿泊業，飲食サービス業,30～34歳,23.5761,33.5068,316.4198
2015,M,宿泊業，飲食サービス業,35～39歳,26.2397,39.4928,354.369
2015,M,宿泊業，飲食サービス業,40～44歳,27.9178,43.7108,378.7247
2015,M,宿泊業，飲食サービス業,45～49歳,28.5562,39.4967,382.1712
2015,M,宿泊業，飲食サービス業,50～54歳,28.7953,40.4251,385.9687
2015,M,宿泊業，飲食サービス業,55～59歳,26.8539,34.2972,356.5436
2015,M,宿泊業，飲食サービス業,60～64歳,22.5046,19.6931,289.7482
2015,M,宿泊業，飲食サービス業,65～69歳,19.3697,8.2122,240.6481
2015,M,宿泊業，飲食サービス業,70歳～,19.7398,7.2704,244.1478
2015,N,生活関連サービス業，娯楽業,年齢計,25.7195,41.2837,349.918
2015,N,生活関連サービス業，娯楽業,～19歳,18.0593,3.5765,220.2884
2015,N,生活関連サービス業，娯楽業,20～24歳,19.271,12.0644,243.3168
2015,N,生活関連サービス業，娯楽業,25～29歳,22.4587,26.5393,296.0437
2015,N,生活関連サービス業，娯楽業,30～34歳,25.2703,42.064,345.3076
2015,N,生活関連サービス業，娯楽業,35～39歳,28.1718,50.5834,388.6451
2015,N,生活関連サービス業，娯楽業,40～44歳,29.5827,61.137,416.1299
2015,N,生活関連サービス業，娯楽業,45～49歳,31.4768,69.9975,447.7187
2015,N,生活関連サービス業，娯楽業,50～54歳,30.1883,63.447,425.707
2015,N,生活関連サービス業，娯楽業,55～59歳,29.1894,48.9617,399.2348
2015,N,生活関連サービス業，娯楽業,60～64歳,22.3251,22.7582,290.6591
2015,N,生活関連サービス業，娯楽業,65～69歳,20.7597,16.5006,265.6164
2015,N,生活関連サービス業，娯楽業,70歳～,22.8873,15.5686,290.2168
2015,O,教育，学習支援業,年齢計,37.6661,133.7894,585.782
2015,O,教育，学習支援業,～19歳,16.6142,5.0091,204.3796
2015,O,教育，学習支援業,20～24歳,20.4788,36.094,281.8395
2015,O,教育，学習支援業,25～29歳,24.5554,62.8476,357.5123
2015,O,教育，学習支援業,30～34歳,29.0106,81.4792,429.6064
2015,O,教育，学習支援業,35～39歳,34.8462,111.4023,529.5568
2015,O,教育，学習支援業,40～44歳,39.4702,146.5469,620.1898
2015,O,教育，学習支援業,45～49歳,43.1136,165.8908,683.2543
2015,O,教育，学習支援業,50～54歳,47.5972,197.3936,768.5601
2015,O,教育，学習支援業,55～59歳,51.1398,208.7398,822.4176
2015,O,教育，学習支援業,60～64歳,48.8089,198.4974,784.2039
2015,O,教育，学習支援業,65～69歳,47.6567,178.8098,750.6904
2015,O,教育，学習支援業,70歳～,37.4315,107.2301,556.408
2015,P,医療，福祉,年齢計,28.1493,68.0059,405.7978
2015,P,医療，福祉,～19歳,16.8549,10.4969,212.7555
2015,P,医療，福祉,20～24歳,20.783,38.1524,287.5481
2015,P,医療，福祉,25～29歳,23.7098,58.7255,343.243
2015,P,医療，福祉,30～34歳,26.2541,63.2184,378.2677
2015,P,医療，福祉,35～39歳,28.0823,71.7637,408.7514
2015,P,医療，福祉,40～44歳,29.9502,76.9332,436.3351
2015,P,医療，福祉,45～49歳,31.1165,79.8757,453.2732
2015,P,医療，福祉,50～54歳,32.6026,84.2564,475.4877
2015,P,医療，福祉,55～59歳,32.9476,85.9198,481.2911
2015,P,医療，福祉,60～64歳,30.5407,57.7236,424.2118
2015,P,医療，福祉,65～69歳,30.2215,45.3289,407.9868
2015,P,医療，福祉,70歳～,39.3559,45.8676,518.1381
2015,Q,複合サービス事業,年齢計,29.2307,89.226,439.9943
2015,Q,複合サービス事業,～19歳,16.1835,12.4506,206.6532
2015,Q,複合サービス事業,20～24歳,18.5585,35.526,258.2284
2015,Q,複合サービス事業,25～29歳,21.5656,59.7858,318.5729
2015,Q,複合サービス事業,30～34歳,24.4753,63.7112,357.4146
2015,Q,複合サービス事業,35～39歳,28.3649,90.0533,430.4323
2015,Q,複合サービス事業,40～44歳,31.8516,104.0587,486.2784
2015,Q,複合サービス事業,45～49歳,33.9107,113.0544,519.9833
2015,Q,複合サービス事業,50～54歳,35.248,116.7581,539.7339
2015,Q,複合サービス事業,55～59歳,36.4186,122.1552,559.1789
2015,Q,複合サービス事業,60～64歳,23.2518,41.2804,320.3018
2015,Q,複合サービス事業,65～69歳,19.9144,15.2275,254.2006
2015,Q,複合サービス事業,70歳～,20.7448,27.1743,276.1114
2015,R,サービス業（他に分類されないもの）,年齢計,25.7691,52.1179,361.3477
2015,R,サービス業（他に分類されないもの）,～19歳,17.189,8.7616,215.0297
2015,R,サービス業（他に分類されないもの）,20～24歳,18.9044,19.0563,245.909
2015,R,サービス業（他に分類されないもの）,25～29歳,21.6477,36.055,295.8269
2015,R,サービス業（他に分類されないもの）,30～34歳,23.7012,43.1005,327.5149
2015,R,サービス業（他に分類されないもの）,35～39歳,25.6721,53.7243,361.7896
2015,R,サービス業（他に分類されないもの）,40～44歳,28.0178,63.1828,399.3962
2015,R,サービス業（他に分類されないもの）,45～49歳,29.2747,70.5435,421.8396
2015,R,サービス業（他に分類されないもの）,50～54歳,29.8299,72.5683,430.5266
2015,R,サービス業（他に分類されないもの）,55～59歳,29.2919,70.1253,421.6276
2015,R,サービス業（他に分類されないもの）,60～64歳,23.8909,38.2405,324.9318
2015,R,サービス業（他に分類されないもの）,65～69歳,21.2802,19.3466,274.7095
2015,R,サービス業（他に分類されないもの）,70歳～,19.6901,12.2651,248.5459
2016,C,鉱業，採石業，砂利採取業,年齢計,32.7132,112.3607,504.9188
2016,C,鉱業，採石業，砂利採取業,～19歳,18.4358,24.7858,246.0158
2016,C,鉱業，採石業，砂利採取業,20～24歳,21.9734,60.2285,323.9097
2016,C,鉱業，採石業，砂利採取業,25～29歳,26.1575,100.18,414.0695
2016,C,鉱業，採石業，砂利採取業,30～34歳,28.9812,106.2149,453.9888
2016,C,鉱業，採石業，砂利採取業,35～39歳,30.9193,95.9636,466.9957
2016,C,鉱業，採石業，砂利採取業,40～44歳,33.7563,125.6362,530.7116
2016,C,鉱業，採石業，砂利採取業,45～49歳,36.1782,138.5942,572.7328
2016,C,鉱業，採石業，砂利採取業,50～54歳,39.3566,161.6274,633.9068
2016,C,鉱業，採石業，砂利採取業,55～59歳,40.0099,144.5041,624.6235
2016,C,鉱業，採石業，砂利採取業,60～64歳,27.8016,52.4613,386.0809
2016,C,鉱業，採石業，砂利採取業,65～69歳,25.4117,29.8385,334.7789
2016,C,鉱業，採石業，砂利採取業,70歳～,19.8433,11.8456,249.9656
2016,D,建設業,年齢計,34.1614,96.8135,506.7503
2016,D,建設業,～19歳,18.172,9.5148,227.5791
2016,D,建設業,20～24歳,21.9016,36.807,299.6266
2016,D,建設業,25～29歳,25.6812,77.7445,385.9191
2016,D,建設業,30～34歳,30.7895,97.8952,467.369
2016,D,建設業,35～39歳,34.2508,101.4226,512.4324
2016,D,建設業,40～44歳,37.0283,116.88,561.2201
2016,D,建設業,45～49歳,40.4631,127.4661,613.0229
2016,D,建設業,50～54歳,40.4346,122.6085,607.8238
2016,D,建設業,55～59歳,40.8761,119.3389,609.8522
2016,D,建設業,60～64歳,31.339,64.3931,440.4615
2016,D,建設業,65～69歳,27.9875,28.0264,363.8767
2016,D,建設業,70歳～,28.0076,18.576,354.6674
2016,E,製造業,年齢計,29.5012,100.7361,454.7506
2016,E,製造業,～19歳,17.4681,14.5752,224.1927
2016,E,製造業,20～24歳,19.6448,46.0329,281.7707
2016,E,製造業,25～29歳,22.9383,71.3367,346.596
2016,E,製造業,30～34歳,25.9516,87.201,398.6204
2016,E,製造業,35～39歳,28.6565,98.9495,442.8271
2016,E,製造業,40～44歳,31.6283,113.984,493.5239
2016,E,製造業,45～49歳,34.8443,129.9745,548.1062
2016,E,製造業,50～54歳,36.5526,140.5561,579.1872
2016,E,製造業,55～59歳,36.4365,134.2487,571.4863
2016,E,製造業,60～64歳,24.1182,59.6439,349.0619
2016,E,製造業,65～69歳,22.1017,29.0138,294.2344
2016,E,製造業,70歳～,20.8379,22.6937,272.7482
2016,F,電気・ガス・熱供給・水道業,年齢計,40.9016,100.9078,591.7272
2016,F,電気・ガス・熱供給・水道業,～19歳,18.2994,14.0447,233.6376
2016,F,電気・ガス・熱供給・水道業,20～24歳,21.7782,49.3239,310.6625
2016,F,電気・ガス・熱供給・水道業,25～29歳,27.1965,68.6533,395.0118
2016,F,電気・ガス・熱供給・水道業,30～34歳,33.0685,86.6728,483.4951
2016,F,電気・ガス・熱供給・水道業,35～39歳,38.9226,88.6543,555.7257
2016,F,電気・ガス・熱供給・水道業,40～44歳,43.6814,106.7224,630.8988
2016,F,電気・ガス・熱供給・水道業,45～49歳,50.6735,123.8885,731.9709
2016,F,電気・ガス・熱供給・水道業,50～54歳,53.4436,129.0596,770.3825
2016,F,電気・ガス・熱供給・水道業,55～59歳,51.6988,133.0084,753.3937
2016,F,電気・ガス・熱供給・水道業,60～64歳,28.6714,97.7727,441.8296
2016,F,電気・ガス・熱供給・水道業,65～69歳,26.734,55.206,376.0138
2016,F,電気・ガス・熱供給・水道業,70歳～,30.6044,25.2,392.4533
2016,G,情報通信業,年齢計,37.3449,125.8313,573.9698
2016,G,情報通信業,～19歳,17.2239,11.8369,218.5242
2016,G,情報通信業,20～24歳,22.7156,28.085,300.6726
2016,G,情報通信業,25～29歳,26.4604,73.6702,391.1951
2016,G,情報通信業,30～34歳,31.7118,100.7889,481.331
2016,G,情報通信業,35～39歳,36.8326,125.5974,567.5886
2016,G,情報通信業,40～44歳,40.8417,138.1292,628.2293
2016,G,情報通信業,45～49歳,45.5888,178.4432,725.5087
2016,G,情報通信業,50～54歳,50.9146,199.6086,810.584
2016,G,情報通信業,55～59歳,50.5228,186.1496,792.4226
2016,G,情報通信業,60～64歳,32.2889,78.6123,466.0788
2016,G,情報通信業,65～69歳,29.3557,32.4232,384.6913
2016,G,情報通信業,70歳～,29.4512,36.2129,389.6276
2016,H,運輸業，郵便業,年齢計,27.7323,55.7097,388.4968
2016,H,運輸業，郵便業,～19歳,17.7333,12.8181,225.6182
2016,H,運輸業，郵便業,20～24歳,20.4363,37.6328,282.8684
2016,H,運輸業，郵便業,25～29歳,23.505,57.3336,339.3932
2016,H,運輸業，郵便業,30～34歳,26.217,58.1628,372.7668
2016,H,運輸業，郵便業,35～39歳,27.8217,58.9319,392.7919
2016,H,運輸業，郵便業,40～44歳,29.6517,61.2659,417.0868
2016,H,運輸業，郵便業,45～49歳,30.1881,58.3401,420.5978
2016,H,運輸業，郵便業,50～54歳,31.0715,68.711,441.5695
2016,H,運輸業，郵便業,55～59歳,30.1517,70.9193,432.7399
2016,H,運輸業，郵便業,60～64歳,23.4047,27.5368,308.3935
2016,H,運輸業，郵便業,65～69歳,21.6251,13.9879,273.4887
2016,H,運輸業，郵便業,70歳～,20.4718,11.9187,257.5807
2016,I,卸売業，小売業,年齢計,30.5896,89.0585,456.1342
2016,I,卸売業，小売業,～19歳,17.296,9.2456,216.7982
2016,I,卸売業，小売業,20～24歳,20.1667,29.7659,271.766
2016,I,卸売業，小売業,25～29歳,23.0897,62.2058,339.2821
2016,I,卸売業，小売業,30～34歳,26.8071,77.0784,398.764
2016,I,卸売業，小売業,35～39歳,30.1388,87.4171,449.0828
2016,I,卸売業，小売業,40～44歳,33.211,101.4869,500.0186
2016,I,卸売業，小売業,45～49歳,36.4085,122.6104,559.5123
2016,I,卸売業，小売業,50～54歳,38.9618,126.8132,594.3551
2016,I,卸売業，小売業,55～59歳,37.6828,120.2603,572.4537
2016,I,卸売業，小売業,60～64歳,27.2291,54.1759,380.9257
2016,I,卸売業，小売業,65～69歳,24.9156,27.2182,326.2054
2016,I,卸売業，小売業,70歳～,24.5887,33.1997,328.2646
2016,J,金融業，保険業,年齢計,36.8752,153.1205,595.6233
2016,J,金融業，保険業,～19歳,15.5507,13.3911,200.0001
2016,J,金融業，保険業,20～24歳,21.1937,41.2634,295.5873
2016,J,金融業，保険業,25～29歳,25.4863,103.5431,409.3785
2016,J,金融業，保険業,30～34歳,31.8251,136.2499,518.1516
2016,J,金融業，保険業,35～39歳,37.194,160.3013,606.629
2016,J,金融業，保険業,40～44歳,41.0234,180.7192,673.0004
2016,J,金融業，保険業,45～49歳,46.2231,217.8406,772.5174
2016,J,金融業，保険業,50～54歳,48.1417,214.6634,792.3643
2016,J,金融業，保険業,55～59歳,41.9658,165.1028,668.6918
2016,J,金融業，保険業,60～64歳,30.5504,86.7975,453.4023
2016,J,金融業，保険業,65～69歳,32.4386,89.0626,478.326
2016,J,金融業，保険業,70歳～,35.5699,98.52,525.3587
2016,K,不動産業，物品賃貸業,年齢計,32.5351,102.4279,492.8485
2016,K,不動産業，物品賃貸業,～19歳,17.2294,7.5475,214.3008
2016,K,不動産業，物品賃貸業,20～24歳,21.975,31.8758,295.5762
2016,K,不動産業，物品賃貸業,25～29歳,24.7042,71.8221,368.2727
2016,K,不動産業，物品賃貸業,30～34歳,28.9568,95.7633,443.2448
2016,K,不動産業，物品賃貸業,35～39歳,32.9594,105.7967,501.3095
2016,K,不動産業，物品賃貸業,40～44歳,36.0578,122.1505,554.8437
2016,K,不動産業，物品賃貸業,45～49歳,40.9074,145.9747,636.8639
2016,K,不動産業，物品賃貸業,50～54歳,42.8397,149.6131,663.6894
2016,K,不動産業，物品賃貸業,55～59歳,38.2647,128.7761,587.9527
2016,K,不動産業，物品賃貸業,60～64歳,27.5928,73.078,404.192
2016,K,不動産業，物品賃貸業,65～69歳,21.9555,24.9494,288.4158
2016,K,不動産業，物品賃貸業,70歳～,18.5304,17.8661,240.2314
2016,L,学術研究，専門・技術サービス業,年齢計,36.8435,126.397,568.5192
2016,L,学術研究，専門・技術サービス業,～19歳,17.14,15.3468,221.0268
2016,L,学術研究，専門・技術サービス業,20～24歳,21.5627,35.9654,294.7174
2016,L,学術研究，専門・技術サービス業,25～29歳,25.6944,75.9065,384.2387
2016,L,学術研究，専門・技術サービス業,30～34歳,30.9592,100.0499,471.5599
2016,L,学術研究，専門・技術サービス業,35～39歳,35.0893,123.2525,544.3237
2016,L,学術研究，専門・技術サービス業,40～44歳,38.7861,140.6502,606.0835
2016,L,学術研究，専門・技術サービス業,45～49歳,44.5359,171.3689,705.8002
2016,L,学術研究，専門・技術サービス業,50～54歳,48.6192,180.9572,764.3873
2016,L,学術研究，専門・技術サービス業,55～59歳,48.8573,186.7479,773.0351
2016,L,学術研究，専門・技術サービス業,60～64歳,35.7553,96.8711,525.9351
2016,L,学術研究，専門・技術サービス業,65～69歳,36.6442,81.452,521.1827
2016,L,学術研究，専門・技術サービス業,70歳～,33.1758,34.7093,432.8191
2016,M,宿泊業，飲食サービス業,年齢計,24.4918,30.6109,324.5124
2016,M,宿泊業，飲食サービス業,～19歳,16.5107,3.8907,202.0196
2016,M,宿泊業，飲食サービス業,20～24歳,18.6925,15.7638,240.0743
2016,M,宿泊業，飲食サービス業,25～29歳,21.0666,26.0317,278.8314
2016,M,宿泊業，飲食サービス業,30～34歳,24.3413,34.0047,326.1
2016,M,宿泊業，飲食サービス業,35～39歳,26.2283,36.2654,351.0053
2016,M,宿泊業，飲食サービス業,40～44歳,27.4075,42.6113,371.5009
2016,M,宿泊業，飲食サービス業,45～49歳,29.1749,40.5171,390.6156
2016,M,宿泊業，飲食サービス業,50～54歳,27.9423,41.2789,376.5869
2016,M,宿泊業，飲食サービス業,55～59歳,26.6838,33.4765,353.682
2016,M,宿泊業，飲食サービス業,60～64歳,22.3407,15.5644,283.6523
2016,M,宿泊業，飲食サービス業,65～69歳,21.2551,7.0352,262.096
2016,M,宿泊業，飲食サービス業,70歳～,19.7309,7.8878,244.6585
2016,N,生活関連サービス業，娯楽業,年齢計,25.756,43.2581,352.3299
2016,N,生活関連サービス業，娯楽業,～19歳,17.333,4.11,212.1065
2016,N,生活関連サービス業，娯楽業,20～24歳,19.4138,12.1751,245.1402
2016,N,生活関連サービス業，娯楽業,25～29歳,22.1366,28.9518,294.5908
2016,N,生活関連サービス業，娯楽業,30～34歳,25.2724,40.7403,344.0096
2016,N,生活関連サービス業，娯楽業,35～39歳,28.281,54.3128,393.6847
2016,N,生活関連サービス業，娯楽業,40～44歳,29.8891,64.4277,423.0968
2016,N,生活関連サービス業，娯楽業,45～49歳,30.9514,68.7241,440.1413
2016,N,生活関連サービス業，娯楽業,50～54歳,31.2099,68.3225,442.8415
2016,N,生活関連サービス業，娯楽業,55～59歳,28.7471,54.5632,399.5287
2016,N,生活関連サービス業，娯楽業,60～64歳,21.5236,21.7802,280.0633
2016,N,生活関連サービス業，娯楽業,65～69歳,19.0906,10.1443,239.2319
2016,N,生活関連サービス業，娯楽業,70歳～,20.1707,9.8416,251.8896
2016,O,教育，学習支援業,年齢計,36.7577,122.3498,563.4423
2016,O,教育，学習支援業,～19歳,16.6536,9.7856,209.6293
2016,O,教育，学習支援業,20～24歳,20.1687,33.6903,275.7145
2016,O,教育，学習支援業,25～29歳,23.936,59.2528,346.4846
2016,O,教育，学習支援業,30～34歳,28.724,79.5804,424.2686
2016,O,教育，学習支援業,35～39歳,34.0375,106.7792,515.2294
2016,O,教育，学習支援業,40～44歳,37.9687,129.7705,585.3946
2016,O,教育，学習支援業,45～49歳,42.892,156.4836,671.1872
2016,O,教育，学習支援業,50～54歳,46.7146,175.5402,736.115
2016,O,教育，学習支援業,55～59歳,48.9643,186.734,774.3061
2016,O,教育，学習支援業,60～64歳,46.741,172.4522,733.3438
2016,O,教育，学習支援業,65～69歳,45.8679,156.4926,706.9077
2016,O,教育，学習支援業,70歳～,35.6224,100.9413,528.4096
2016,P,医療，福祉,年齢計,28.0264,66.9702,403.2875
2016,P,医療，福祉,～19歳,17.198,10.0242,216.4
2016,P,医療，福祉,20～24歳,20.9016,36.8235,287.6432
2016,P,医療，福祉,25～29歳,23.8228,58.4359,344.3092
2016,P,医療，福祉,30～34歳,26.0395,62.5666,375.04
2016,P,医療，福祉,35～39歳,28.0684,70.5416,407.3626
2016,P,医療，福祉,40～44歳,30.2682,76.5777,439.7966
2016,P,医療，福祉,45～49歳,30.7334,78.8049,447.6057
2016,P,医療，福祉,50～54歳,31.7921,80.7616,462.2674
2016,P,医療，福祉,55～59歳,32.1686,82.9809,469.004
2016,P,医療，福祉,60～64歳,28.3205,54.6489,394.4948
2016,P,医療，福祉,65～69歳,32.6096,40.9138,432.2296
2016,P,医療，福祉,70歳～,40.8417,39.9844,530.0849
2016,Q,複合サービス事業,年齢計,28.9206,91.8323,438.8792
2016,Q,複合サービス事業,～19歳,16.7476,16.4473,217.4183
2016,Q,複合サービス事業,20～24歳,19.1392,39.9525,269.6231
2016,Q,複合サービス事業,25～29歳,21.8338,62.8129,324.8191
2016,Q,複合サービス事業,30～34歳,25.0667,75.2388,376.0396
2016,Q,複合サービス事業,35～39歳,27.9223,87.3638,422.4314
2016,Q,複合サービス事業,40～44歳,31.2293,104.736,479.4877
2016,Q,複合サービス事業,45～49歳,33.3277,116.0641,515.997
2016,Q,複合サービス事業,50～54歳,35.4275,124.0143,549.1449
2016,Q,複合サービス事業,55～59歳,35.5855,122.3212,549.3469
2016,Q,複合サービス事業,60～64歳,22.6661,41.2796,313.2733
2016,Q,複合サービス事業,65～69歳,18.4156,17.375,238.3627
2016,Q,複合サービス事業,70歳～,21.4829,21.6629,279.4571
2016,R,サービス業（他に分類されないもの）,年齢計,25.6742,46.3166,354.4071
2016,R,サービス業（他に分類されないもの）,～19歳,17.4073,7.4021,216.2898
2016,R,サービス業（他に分類されないもの）,20～24歳,20.1465,17.6597,259.4182
2016,R,サービス業（他に分類されないもの）,25～29歳,22.9969,30.672,306.6345
2016,R,サービス業（他に分類されないもの）,30～34歳,24.5294,38.7221,333.075
2016,R,サービス業（他に分類されないもの）,35～39歳,26.2803,49.5909,364.9545
2016,R,サービス業（他に分類されないもの）,40～44歳,27.518,56.7076,386.9239
2016,R,サービス業（他に分類されないもの）,45～49歳,29.1466,64.2578,414.0176
2016,R,サービス業（他に分類されないもの）,50～54歳,29.1997,65.1225,415.5191
2016,R,サービス業（他に分類されないもの）,55～59歳,29.5293,64.5152,418.8669
2016,R,サービス業（他に分類されないもの）,60～64歳,23.0505,37.3855,313.9915
2016,R,サービス業（他に分類されないもの）,65～69歳,19.8634,14.4971,252.8574
2016,R,サービス業（他に分類されないもの）,70歳～,18.34,9.3213,229.4012
2017,C,鉱業，採石業，砂利採取業,年齢計,32.3446,102.132,490.267
2017,C,鉱業，採石業，砂利採取業,～19歳,19.1963,29.3625,259.7175
2017,C,鉱業，採石業，砂利採取業,20～24歳,22.265,52.9325,320.1125
2017,C,鉱業，採石業，砂利採取業,25～29歳,26.6687,96.8518,416.8756
2017,C,鉱業，採石業，砂利採取業,30～34歳,30.1319,114.3637,475.9465
2017,C,鉱業，採石業，砂利採取業,35～39歳,31.7771,104.3089,485.6336
2017,C,鉱業，採石業，砂利採取業,40～44歳,31.3248,89.7777,465.6758
2017,C,鉱業，採石業，砂利採取業,45～49歳,33.9677,110.9013,518.5137
2017,C,鉱業，採石業，砂利採取業,50～54歳,40.2563,145.5325,628.608
2017,C,鉱業，採石業，砂利採取業,55～59歳,39.613,153.9897,629.3456
2017,C,鉱業，採石業，砂利採取業,60～64歳,27.2894,55.6483,383.1215
2017,C,鉱業，採石業，砂利採取業,65～69歳,25.234,25.6689,328.4764
2017,C,鉱業，採石業，砂利採取業,70歳～,23.079,14.9248,291.8733
2017,D,建設業,年齢計,33.3388,98.1391,498.2053
2017,D,建設業,～19歳,18.4641,9.4487,231.0184
2017,D,建設業,20～24歳,21.788,38.8236,300.2795
2017,D,建設業,25～29歳,25.2679,74.1027,377.3172
2017,D,建設業,30～34歳,29.6162,79.1206,434.5156
2017,D,建設業,35～39歳,32.0655,92.6916,477.4774
2017,D,建設業,40～44歳,35.1586,111.6173,533.5204
2017,D,建設業,45～49歳,38.6614,134.5055,598.4417
2017,D,建設業,50～54歳,41.406,141.6297,638.5021
2017,D,建設業,55～59歳,40.3735,134.6648,619.1464
2017,D,建設業,60～64歳,32.569,71.1103,461.9384
2017,D,建設業,65～69歳,28.5683,40.8626,383.6816
2017,D,建設業,70歳～,24.5956,23.3928,318.5396
2017,E,製造業,年齢計,29.3628,99.2344,451.5882
2017,E,製造業,～19歳,17.6197,16.2204,227.6572
2017,E,製造業,20～24歳,19.7674,45.3473,282.5559
2017,E,製造業,25～29歳,22.8544,71.0687,345.3216
2017,E,製造業,30～34歳,26.0588,87.7557,400.4614
2017,E,製造業,35～39歳,28.7934,100.31,445.8312
2017,E,製造業,40～44歳,31.3066,110.7444,486.4235
2017,E,製造業,45～49歳,34.2698,126.0217,537.259
2017,E,製造業,50～54歳,36.4556,138.4108,575.8777
2017,E,製造業,55～59歳,35.9843,131.2209,563.0319
2017,E,製造業,60～64歳,24.362,60.1621,352.5067
2017,E,製造業,65～69歳,22.0649,29.3616,294.1409
2017,E,製造業,70歳～,22.0291,28.2671,292.6161
2017,F,電気・ガス・熱供給・水道業,年齢計,40.317,113.2603,597.0645
2017,F,電気・ガス・熱供給・水道業,～19歳,18.4017,18.1123,238.933
2017,F,電気・ガス・熱供給・水道業,20～24歳,21.9106,53.93,316.8574
2017,F,電気・ガス・熱供給・水道業,25～29歳,27.0903,72.5107,397.5947
2017,F,電気・ガス・熱供給・水道業,30～34歳,33.0295,91.4074,487.7609
2017,F,電気・ガス・熱供給・水道業,35～39歳,38.6539,103.0514,566.8985
2017,F,電気・ガス・熱供給・水道業,40～44歳,44.1449,117.4211,647.1597
2017,F,電気・ガス・熱供給・水道業,45～49歳,50.5457,138.6923,745.2412
2017,F,電気・ガス・熱供給・水道業,50～54歳,54.4861,161.0544,814.8881
2017,F,電気・ガス・熱供給・水道業,55～59歳,52.5791,167.46,798.4094
2017,F,電気・ガス・熱供給・水道業,60～64歳,27.2674,94.3254,421.5343
2017,F,電気・ガス・熱供給・水道業,65～69歳,25.3798,43.8233,348.3807
2017,F,電気・ガス・熱供給・水道業,70歳～,27.475,36.2192,365.9192
2017,G,情報通信業,年齢計,37.8034,127.2735,580.9147
2017,G,情報通信業,～19歳,17.4493,17.63,227.0216
2017,G,情報通信業,20～24歳,23.3103,31.2958,311.0194
2017,G,情報通信業,25～29歳,26.945,73.2929,396.6329
2017,G,情報通信業,30～34歳,32.156,99.5917,485.4636
2017,G,情報通信業,35～39歳,36.4284,119.2134,556.3546
2017,G,情報通信業,40～44歳,42.0498,139.3708,643.9684
2017,G,情報通信業,45～49歳,46.0784,178.1765,731.1179
2017,G,情報通信業,50～54歳,51.1524,210.1605,823.9888
2017,G,情報通信業,55～59歳,50.7846,200.7742,810.1897
2017,G,情報通信業,60～64歳,29.3169,78.9999,430.8028
2017,G,情報通信業,65～69歳,27.8044,39.0966,372.7498
2017,G,情報通信業,70歳～,38.4707,68.8985,530.5473
2017,H,運輸業，郵便業,年齢計,27.6349,59.8643,391.4833
2017,H,運輸業，郵便業,～19歳,17.9201,11.6383,226.6799
2017,H,運輸業，郵便業,20～24歳,20.8066,38.4498,288.1285
2017,H,運輸業，郵便業,25～29歳,23.6406,63.9281,347.6153
2017,H,運輸業，郵便業,30～34歳,26.0061,67.6187,379.6921
2017,H,運輸業，郵便業,35～39歳,28.0601,67.073,403.7948
2017,H,運輸業，郵便業,40～44歳,29.3594,67.7188,420.0318
2017,H,運輸業，郵便業,45～49歳,30.2349,63.9579,426.777
2017,H,運輸業，郵便業,50～54歳,30.4046,67.8971,432.7526
2017,H,運輸業，郵便業,55～59歳,30.0293,73.613,433.9649
2017,H,運輸業，郵便業,60～64歳,23.6967,30.243,314.6029
2017,H,運輸業，郵便業,65～69歳,21.0811,13.7122,266.6849
2017,H,運輸業，郵便業,70歳～,19.9056,12.2961,251.1628
2017,I,卸売業，小売業,年齢計,30.7712,92.4215,461.6755
2017,I,卸売業，小売業,～19歳,17.0806,10.9932,215.9605
2017,I,卸売業，小売業,20～24歳,20.4294,32.5979,277.7509
2017,I,卸売業，小売業,25～29歳,23.4996,62.7301,344.7257
2017,I,卸売業，小売業,30～34歳,27.0494,81.8018,406.3951
2017,I,卸売業，小売業,35～39歳,30.6442,93.5875,461.3179
2017,I,卸売業，小売業,40～44歳,33.206,105.0847,503.5572
2017,I,卸売業，小売業,45～49歳,36.302,121.3708,556.9946
2017,I,卸売業，小売業,50～54歳,38.0587,132.6962,589.4004
2017,I,卸売業，小売業,55～59歳,37.779,122.4472,575.7954
