集計年,都道府県コード,都道府県名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2019,02,青森県,35～39歳,23.41,61.9,342.82
2019,02,青森県,40～44歳,25.36,69.12,373.44
2019,02,青森県,45～49歳,25.86,71.83,382.15
2019,02,青森県,50～54歳,26.33,67.67,383.63
2019,02,青森県,55～59歳,28.21,72.36,410.88
2019,02,青森県,60～64歳,21.17,38.4,292.44
2019,02,青森県,65～69歳,20.61,25.26,272.58
2019,02,青森県,70歳～,20.05,25.14,265.74
2019,03,岩手県,年齢計,24.27,64.1,355.34
2019,03,岩手県,～19歳,16.46,14.17,211.69
2019,03,岩手県,20～24歳,18.37,35.5,255.94
2019,03,岩手県,25～29歳,20.55,53.61,300.21
2019,03,岩手県,30～34歳,22.14,57.61,323.29
2019,03,岩手県,35～39歳,23.82,68.23,354.07
2019,03,岩手県,40～44歳,25.33,72.29,376.25
2019,03,岩手県,45～49歳,27.66,82.61,414.53
2019,03,岩手県,50～54歳,27.29,76.94,404.42
2019,03,岩手県,55～59歳,27.93,79.67,414.83
2019,03,岩手県,60～64歳,22.48,45.73,315.49
2019,03,岩手県,65～69歳,21.18,26.55,280.71
2019,03,岩手県,70歳～,21.34,28.83,284.91
2019,04,宮城県,年齢計,28.64,82.05,425.73
2019,04,宮城県,～19歳,17.1,15.8,221
2019,04,宮城県,20～24歳,20.35,38.24,282.44
2019,04,宮城県,25～29歳,23.8,62.29,347.89
2019,04,宮城県,30～34歳,25.61,70.02,377.34
2019,04,宮城県,35～39歳,27.47,81.84,411.48
2019,04,宮城県,40～44歳,30.27,94.99,458.23
2019,04,宮城県,45～49歳,32.85,106.91,501.11
2019,04,宮城県,50～54歳,35.29,115.18,538.66
2019,04,宮城県,55～59歳,34.1,106.19,515.39
2019,04,宮城県,60～64歳,26.44,56.13,373.41
2019,04,宮城県,65～69歳,22.8,29.58,303.18
2019,04,宮城県,70歳～,21.11,25.57,278.89
2019,05,秋田県,年齢計,24.18,60.85,351.01
2019,05,秋田県,～19歳,16.35,11.08,207.28
2019,05,秋田県,20～24歳,18.4,36.34,257.14
2019,05,秋田県,25～29歳,21.2,52.75,307.15
2019,05,秋田県,30～34歳,21.86,58.55,320.87
2019,05,秋田県,35～39歳,23.31,61.59,341.31
2019,05,秋田県,40～44歳,25.2,68.21,370.61
2019,05,秋田県,45～49歳,26.71,77.31,397.83
2019,05,秋田県,50～54歳,28.23,75.78,414.54
2019,05,秋田県,55～59歳,27.11,74.45,399.77
2019,05,秋田県,60～64歳,22.58,35.65,306.61
2019,05,秋田県,65～69歳,20.15,21.5,263.3
2019,05,秋田県,70歳～,20.34,17.05,261.13
2019,06,山形県,年齢計,24.32,61.58,353.42
2019,06,山形県,～19歳,16.51,11.54,209.66
2019,06,山形県,20～24歳,18.46,33.94,255.46
2019,06,山形県,25～29歳,20.22,46.87,289.51
2019,06,山形県,30～34歳,22.34,55.97,324.05
2019,06,山形県,35～39歳,23.77,62.18,347.42
2019,06,山形県,40～44歳,25.68,68.44,376.6
2019,06,山形県,45～49歳,26.98,76.37,400.13
2019,06,山形県,50～54歳,28.17,85.74,423.78
2019,06,山形県,55～59歳,27.85,75.57,409.77
2019,06,山形県,60～64歳,22.12,38.24,303.68
2019,06,山形県,65～69歳,20.99,24.23,276.11
2019,06,山形県,70歳～,25.57,20.49,327.33
2019,07,福島県,年齢計,25.84,66.26,376.34
2019,07,福島県,～19歳,17.11,12.5,217.82
2019,07,福島県,20～24歳,19.24,39.63,270.51
2019,07,福島県,25～29歳,21.76,51.87,312.99
2019,07,福島県,30～34歳,23.25,57.4,336.4
2019,07,福島県,35～39歳,25.55,69.74,376.34
2019,07,福島県,40～44歳,26.88,74.96,397.52
2019,07,福島県,45～49歳,29.65,88.08,443.88
2019,07,福島県,50～54歳,29.28,79.16,430.52
2019,07,福島県,55～59歳,29.6,82.45,437.65
2019,07,福島県,60～64歳,24.55,47.17,341.77
2019,07,福島県,65～69歳,23.34,26.65,306.73
2019,07,福島県,70歳～,24.97,20.63,320.27
2019,08,茨城県,年齢計,29.44,90.14,443.42
2019,08,茨城県,～19歳,17.8,14.57,228.17
2019,08,茨城県,20～24歳,20.79,44.99,294.47
2019,08,茨城県,25～29歳,23.45,68.72,350.12
2019,08,茨城県,30～34歳,26.51,81.9,400.02
2019,08,茨城県,35～39歳,29.21,95.17,445.69
2019,08,茨城県,40～44歳,31.77,101.36,482.6
2019,08,茨城県,45～49歳,33.58,112.74,515.7
2019,08,茨城県,50～54歳,34.51,118.36,532.48
2019,08,茨城県,55～59歳,35.02,117.33,537.57
2019,08,茨城県,60～64歳,27.44,55.4,384.68
2019,08,茨城県,65～69歳,26.29,68.73,384.21
2019,08,茨城県,70歳～,24.37,18.39,310.83
2019,09,栃木県,年齢計,29.04,85.66,434.14
2019,09,栃木県,～19歳,17.76,14.16,227.28
2019,09,栃木県,20～24歳,20.69,40.83,289.11
2019,09,栃木県,25～29歳,23.49,67.89,349.77
2019,09,栃木県,30～34歳,26.23,77.19,391.95
2019,09,栃木県,35～39歳,28.96,87.6,435.12
2019,09,栃木県,40～44歳,30.61,97.49,464.81
2019,09,栃木県,45～49歳,32.7,103.32,495.72
2019,09,栃木県,50～54歳,35.45,115.16,540.56
2019,09,栃木県,55～59歳,34.42,117.03,530.07
2019,09,栃木県,60～64歳,25.19,53.14,355.42
2019,09,栃木県,65～69歳,22.73,24.47,297.23
2019,09,栃木県,70歳～,22.24,16.1,282.98
2019,10,群馬県,年齢計,28.41,82.04,422.96
2019,10,群馬県,～19歳,18.15,16.93,234.73
2019,10,群馬県,20～24歳,20.64,45.59,293.27
2019,10,群馬県,25～29歳,22.79,65.54,339.02
2019,10,群馬県,30～34歳,26.06,75.84,388.56
2019,10,群馬県,35～39歳,28.1,88,425.2
2019,10,群馬県,40～44歳,31.73,94.17,474.93
2019,10,群馬県,45～49歳,32.45,100.76,490.16
2019,10,群馬県,50～54歳,32.16,101.69,487.61
2019,10,群馬県,55～59歳,31.65,105.59,485.39
2019,10,群馬県,60～64歳,27.01,52.69,376.81
2019,10,群馬県,65～69歳,24.2,23.95,314.35
2019,10,群馬県,70歳～,20.64,27.94,275.62
2019,11,埼玉県,年齢計,30.07,77.97,438.81
2019,11,埼玉県,～19歳,18.71,14.6,239.12
2019,11,埼玉県,20～24歳,21.14,35.22,288.9
2019,11,埼玉県,25～29歳,24.5,61.73,355.73
2019,11,埼玉県,30～34歳,27.26,69.37,396.49
2019,11,埼玉県,35～39歳,30.23,82.67,445.43
2019,11,埼玉県,40～44歳,32.26,90.17,477.29
2019,11,埼玉県,45～49歳,33.4,94.04,494.84
2019,11,埼玉県,50～54歳,34.73,98.99,515.75
2019,11,埼玉県,55～59歳,35.19,102.71,524.99
2019,11,埼玉県,60～64歳,29.7,58.78,415.18
2019,11,埼玉県,65～69歳,24.48,32,325.76
2019,11,埼玉県,70歳～,26.9,25.43,348.23
2019,12,千葉県,年齢計,30.11,73.85,435.17
2019,12,千葉県,～19歳,18.83,12.09,238.05
2019,12,千葉県,20～24歳,22.13,36.28,301.84
2019,12,千葉県,25～29歳,24.91,60.46,359.38
2019,12,千葉県,30～34歳,28.23,69.82,408.58
2019,12,千葉県,35～39歳,29.95,74.86,434.26
2019,12,千葉県,40～44歳,32.71,89.29,481.81
2019,12,千葉県,45～49歳,33.65,90.13,493.93
2019,12,千葉県,50～54歳,35.12,98.39,519.83
2019,12,千葉県,55～59歳,33.65,91.75,495.55
2019,12,千葉県,60～64歳,29.3,51.89,403.49
2019,12,千葉県,65～69歳,25.5,25.79,331.79
2019,12,千葉県,70歳～,23.99,16.89,304.77
2019,13,東京都,年齢計,37.12,122.52,567.96
2019,13,東京都,～19歳,19.63,11.38,246.94
2019,13,東京都,20～24歳,23.17,37.31,315.35
2019,13,東京都,25～29歳,26.98,77.94,401.7
2019,13,東京都,30～34歳,31.69,102.77,483.05
2019,13,東京都,35～39歳,36.66,119.53,559.45
2019,13,東京都,40～44歳,40.81,138.99,628.71
2019,13,東京都,45～49歳,43.24,152.78,671.66
2019,13,東京都,50～54歳,46.51,177.5,735.62
2019,13,東京都,55～59歳,47.39,172.31,740.99
2019,13,東京都,60～64歳,35,107.9,527.9
2019,13,東京都,65～69歳,29.79,70.52,428
2019,13,東京都,70歳～,24.9,20.74,319.54
2019,14,神奈川県,年齢計,33.68,104.19,508.35
2019,14,神奈川県,～19歳,19.06,12.37,241.09
2019,14,神奈川県,20～24歳,22.68,37.19,309.35
2019,14,神奈川県,25～29歳,26.43,72.69,389.85
2019,14,神奈川県,30～34歳,30,97.67,457.67
2019,14,神奈川県,35～39歳,33.66,103.24,507.16
2019,14,神奈川県,40～44歳,35.66,113.22,541.14
2019,14,神奈川県,45～49歳,37.58,126.74,577.7
2019,14,神奈川県,50～54歳,40.52,139.11,625.35
2019,14,神奈川県,55～59歳,40.91,148.81,639.73
2019,14,神奈川県,60～64歳,30.56,71.13,437.85
2019,14,神奈川県,65～69歳,25.38,32.02,336.58
2019,14,神奈川県,70歳～,24.87,24.65,323.09
2019,15,新潟県,年齢計,26.4,71.46,388.26
2019,15,新潟県,～19歳,17.16,8.86,214.78
2019,15,新潟県,20～24歳,19.41,34.93,267.85
2019,15,新潟県,25～29歳,21.75,57.34,318.34
2019,15,新潟県,30～34歳,23.48,65.08,346.84
2019,15,新潟県,35～39歳,25.61,70.02,377.34
2019,15,新潟県,40～44歳,27.17,76.77,402.81
2019,15,新潟県,45～49歳,30.33,94.61,458.57
2019,15,新潟県,50～54歳,30.48,90.67,456.43
2019,15,新潟県,55～59歳,30.71,85.99,454.51
2019,15,新潟県,60～64歳,25,48.93,348.93
2019,15,新潟県,65～69歳,22,29.06,293.06
2019,15,新潟県,70歳～,21.36,25.23,281.55
2019,16,富山県,年齢計,27.71,75.08,407.6
2019,16,富山県,～19歳,17.76,14.9,228.02
2019,16,富山県,20～24歳,20.42,39.34,284.38
2019,16,富山県,25～29歳,23.09,62.6,339.68
2019,16,富山県,30～34歳,25.41,74.97,379.89
2019,16,富山県,35～39歳,27.14,77.89,403.57
2019,16,富山県,40～44歳,29.89,91.22,449.9
2019,16,富山県,45～49歳,30.83,89.91,459.87
2019,16,富山県,50～54歳,32.65,97.47,489.27
2019,16,富山県,55～59歳,32.12,92.63,478.07
2019,16,富山県,60～64歳,25.18,48.4,350.56
2019,16,富山県,65～69歳,22.86,32.4,306.72
2019,16,富山県,70歳～,30.49,19.41,385.29
2019,17,石川県,年齢計,27.91,83.49,418.41
2019,17,石川県,～19歳,17.92,14.61,229.65
2019,17,石川県,20～24歳,19.39,39.75,272.43
2019,17,石川県,25～29歳,22.74,69.72,342.6
2019,17,石川県,30～34歳,25.49,78,383.88
2019,17,石川県,35～39歳,27.98,91.8,427.56
2019,17,石川県,40～44歳,29.69,96.29,452.57
2019,17,石川県,45～49歳,31.27,100.33,475.57
2019,17,石川県,50～54歳,33.28,111.46,510.82
2019,17,石川県,55～59歳,32.32,103.83,491.67
2019,17,石川県,60～64歳,26.84,62.13,384.21
2019,17,石川県,65～69歳,22.4,28.14,296.94
2019,17,石川県,70歳～,21.2,15.75,270.15
2019,18,福井県,年齢計,27.71,80.43,412.95
2019,18,福井県,～19歳,18.12,13.65,231.09
2019,18,福井県,20～24歳,19.97,39.96,279.6
2019,18,福井県,25～29歳,22.55,65.9,336.5
2019,18,福井県,30～34歳,24.72,77.08,373.72
2019,18,福井県,35～39歳,27.33,90.27,418.23
2019,18,福井県,40～44歳,29.73,89.59,446.35
2019,18,福井県,45～49歳,31.28,94.73,470.09
2019,18,福井県,50～54歳,32.36,102.39,490.71
2019,18,福井県,55～59歳,32.79,103.63,497.11
2019,18,福井県,60～64歳,27.94,63.46,398.74
2019,18,福井県,65～69歳,22.69,30.86,303.14
2019,18,福井県,70歳～,21.04,19.87,272.35
2019,19,山梨県,年齢計,27.94,87.1,422.38
2019,19,山梨県,～19歳,17.94,12.37,227.65
2019,19,山梨県,20～24歳,20.31,42.79,286.51
2019,19,山梨県,25～29歳,22.67,65.18,337.22
2019,19,山梨県,30～34歳,25.62,82.23,389.67
2019,19,山梨県,35～39歳,28.31,98.41,438.13
2019,19,山梨県,40～44歳,30.41,97.79,462.71
2019,19,山梨県,45～49歳,31.37,98.71,475.15
2019,19,山梨県,50～54歳,32.39,118.38,507.06
2019,19,山梨県,55～59歳,32.48,121.38,511.14
2019,19,山梨県,60～64歳,26.12,62.24,375.68
2019,19,山梨県,65～69歳,22.39,29.71,298.39
2019,19,山梨県,70歳～,22.21,19.55,286.07
2019,20,長野県,年齢計,28,81.05,417.05
2019,20,長野県,～19歳,17.3,13.43,221.03
2019,20,長野県,20～24歳,19.92,41.44,280.48
2019,20,長野県,25～29歳,22.96,61.47,336.99
2019,20,長野県,30～34歳,25.58,78.71,385.67
2019,20,長野県,35～39歳,28.1,84.58,421.78
2019,20,長野県,40～44歳,30.01,94.75,454.87
2019,20,長野県,45～49歳,31.14,97.85,471.53
2019,20,長野県,50～54歳,33.44,103.45,504.73
2019,20,長野県,55～59歳,32.98,105.35,501.11
2019,20,長野県,60～64歳,24.15,51.95,341.75
2019,20,長野県,65～69歳,20.86,23.29,273.61
2019,20,長野県,70歳～,20.81,26.72,276.44
2019,21,岐阜県,年齢計,28.04,82.81,419.29
2019,21,岐阜県,～19歳,18.25,14.17,233.17
2019,21,岐阜県,20～24歳,20.79,43.6,293.08
2019,21,岐阜県,25～29歳,23.13,66.62,344.18
2019,21,岐阜県,30～34歳,25.9,79.66,390.46
2019,21,岐阜県,35～39歳,28.78,92.13,437.49
2019,21,岐阜県,40～44歳,30.72,103.14,471.78
2019,21,岐阜県,45～49歳,31.4,102.5,479.3
2019,21,岐阜県,50～54歳,31.91,100.42,483.34
2019,21,岐阜県,55～59歳,32.67,99.68,491.72
2019,21,岐阜県,60～64歳,26.53,56.41,374.77
2019,21,岐阜県,65～69歳,22.93,28,303.16
2019,21,岐阜県,70歳～,22.37,28.69,297.13
2019,22,静岡県,年齢計,28.21,81.93,420.45
2019,22,静岡県,～19歳,18.09,13.81,230.89
2019,22,静岡県,20～24歳,20.58,37.84,284.8
2019,22,静岡県,25～29歳,23.09,64.7,341.78
2019,22,静岡県,30～34歳,25.64,75.85,383.53
2019,22,静岡県,35～39歳,28.26,88.37,427.49
2019,22,静岡県,40～44歳,30.75,97.97,466.97
2019,22,静岡県,45～49歳,31.8,101.23,482.83
2019,22,静岡県,50～54歳,33.06,106.39,503.11
2019,22,静岡県,55～59歳,33.05,107.97,504.57
2019,22,静岡県,60～64歳,26.52,55.97,374.21
2019,22,静岡県,65～69歳,22.03,26.32,290.68
2019,22,静岡県,70歳～,22.28,20.73,288.09
2019,23,愛知県,年齢計,31.68,109.39,489.55
2019,23,愛知県,～19歳,18.48,15.12,236.88
2019,23,愛知県,20～24歳,21.04,42.26,294.74
2019,23,愛知県,25～29歳,24.56,75.99,370.71
2019,23,愛知県,30～34歳,27.96,94.19,429.71
2019,23,愛知県,35～39歳,31.08,108.28,481.24
2019,23,愛知県,40～44歳,33.99,122.88,530.76
2019,23,愛知県,45～49歳,36.26,136.75,571.87
2019,23,愛知県,50～54歳,39.36,157.81,630.13
2019,23,愛知県,55～59歳,39.9,157.57,636.37
2019,23,愛知県,60～64歳,29.01,76.38,424.5
2019,23,愛知県,65～69歳,26.87,53.54,375.98
2019,23,愛知県,70歳～,26.31,40.99,356.71
2019,24,三重県,年齢計,29.16,89.92,439.84
2019,24,三重県,～19歳,18.04,15.38,231.86
2019,24,三重県,20～24歳,20.43,40.3,285.46
2019,24,三重県,25～29歳,24.3,67.08,358.68
2019,24,三重県,30～34歳,26.19,75.51,389.79
2019,24,三重県,35～39歳,29.61,93.38,448.7
2019,24,三重県,40～44歳,30.86,105.12,475.44
2019,24,三重県,45～49歳,33.27,113.28,512.52
2019,24,三重県,50～54歳,34.76,121.6,538.72
2019,24,三重県,55～59歳,34.39,122.82,535.5
2019,24,三重県,60～64歳,27.03,62.23,386.59
2019,24,三重県,65～69歳,23.34,30.13,310.21
2019,24,三重県,70歳～,22.3,25.18,292.78
2019,25,滋賀県,年齢計,29.73,97.83,454.59
2019,25,滋賀県,～19歳,18.61,15.17,238.49
2019,25,滋賀県,20～24歳,20.59,42.61,289.69
2019,25,滋賀県,25～29歳,24.01,72.78,360.9
2019,25,滋賀県,30～34歳,26.64,85.96,405.64
2019,25,滋賀県,35～39歳,29.31,98.87,450.59
2019,25,滋賀県,40～44歳,31.25,109.45,484.45
2019,25,滋賀県,45～49歳,33.89,125.61,532.29
2019,25,滋賀県,50～54歳,36.24,132.51,567.39
2019,25,滋賀県,55～59歳,35.24,122.64,545.52
2019,25,滋賀県,60～64歳,25.3,57.7,361.3
2019,25,滋賀県,65～69歳,23.5,41.46,323.46
2019,25,滋賀県,70歳～,25.04,24.36,324.84
2019,26,京都府,年齢計,29.63,86.1,441.66
2019,26,京都府,～19歳,17.92,14.47,229.51
2019,26,京都府,20～24歳,21.3,36.19,291.79
2019,26,京都府,25～29歳,24.26,69.5,360.62
2019,26,京都府,30～34歳,27.06,83.82,408.54
2019,26,京都府,35～39歳,29.99,92.53,452.41
2019,26,京都府,40～44歳,31.36,96.89,473.21
2019,26,京都府,45～49歳,33.52,107.48,509.72
2019,26,京都府,50～54歳,35.01,113.22,533.34
2019,26,京都府,55～59歳,34.81,107.02,524.74
2019,26,京都府,60～64歳,27.89,60.62,395.3
2019,26,京都府,65～69歳,23.91,33.38,320.3
2019,26,京都府,70歳～,22.74,20.45,293.33
2019,27,大阪府,年齢計,32.36,99.38,487.7
2019,27,大阪府,～19歳,18.89,12.56,239.24
2019,27,大阪府,20～24歳,22.1,34.74,299.94
2019,27,大阪府,25～29歳,24.95,71.56,370.96
2019,27,大阪府,30～34歳,28.74,85.44,430.32
2019,27,大阪府,35～39歳,32.59,103.99,495.07
2019,27,大阪府,40～44歳,34.33,112.2,524.16
2019,27,大阪府,45～49歳,36.31,123.76,559.48
2019,27,大阪府,50～54歳,39.53,139.3,613.66
2019,27,大阪府,55～59歳,38.76,134.28,599.4
2019,27,大阪府,60～64歳,30.39,73.03,437.71
2019,27,大阪府,65～69歳,29.47,32.34,385.98
2019,27,大阪府,70歳～,24.56,24.81,319.53
2019,28,兵庫県,年齢計,30.08,88.86,449.82
2019,28,兵庫県,～19歳,17.88,13.37,227.93
2019,28,兵庫県,20～24歳,21.36,36.86,293.18
2019,28,兵庫県,25～29歳,24.35,67.37,359.57
2019,28,兵庫県,30～34歳,27.68,79.75,411.91
2019,28,兵庫県,35～39歳,30.33,91.84,455.8
2019,28,兵庫県,40～44歳,32.31,100.12,487.84
2019,28,兵庫県,45～49歳,34.08,113.54,522.5
2019,28,兵庫県,50～54歳,35.55,121.62,548.22
2019,28,兵庫県,55～59歳,35.84,116.62,546.7
2019,28,兵庫県,60～64歳,27.48,61.79,391.55
2019,28,兵庫県,65～69歳,23.82,33.55,319.39
2019,28,兵庫県,70歳～,22.36,19.98,288.3
2019,29,奈良県,年齢計,29.77,75.68,432.92
2019,29,奈良県,～19歳,18.43,19.02,240.18
2019,29,奈良県,20～24歳,21.94,36.04,299.32
2019,29,奈良県,25～29歳,24.4,56.76,349.56
2019,29,奈良県,30～34歳,26.61,72.06,391.38
2019,29,奈良県,35～39歳,29.4,72.03,424.83
2019,29,奈良県,40～44歳,30.73,81.11,449.87
2019,29,奈良県,45～49歳,33.39,98.39,499.07
2019,29,奈良県,50～54歳,35.35,100.57,524.77
2019,29,奈良県,55～59歳,35.31,94.42,518.14
2019,29,奈良県,60～64歳,28.48,63.68,405.44
2019,29,奈良県,65～69歳,25.55,24.72,331.32
2019,29,奈良県,70歳～,22.31,23.06,290.78
2019,30,和歌山県,年齢計,27.49,79.62,409.5
2019,30,和歌山県,～19歳,17.32,13.29,221.13
2019,30,和歌山県,20～24歳,20.27,40.04,283.28
2019,30,和歌山県,25～29歳,22.61,62.32,333.64
2019,30,和歌山県,30～34歳,25.24,76.11,378.99
2019,30,和歌山県,35～39歳,27.05,79.63,404.23
2019,30,和歌山県,40～44歳,28.88,89.02,435.58
2019,30,和歌山県,45～49歳,30.83,97.27,467.23
2019,30,和歌山県,50～54歳,32.06,106.04,490.76
2019,30,和歌山県,55～59歳,32.23,103.52,490.28
2019,30,和歌山県,60～64歳,26.33,60.53,376.49
2019,30,和歌山県,65～69歳,25.23,31.39,334.15
2019,30,和歌山県,70歳～,22.87,10.63,285.07
2019,31,鳥取県,年齢計,24.9,60.47,359.27
2019,31,鳥取県,～19歳,16.57,7.14,205.98
2019,31,鳥取県,20～24歳,18.63,35.95,259.51
2019,31,鳥取県,25～29歳,21.06,51.83,304.55
2019,31,鳥取県,30～34歳,22.71,54.55,327.07
2019,31,鳥取県,35～39歳,24.41,62.49,355.41
2019,31,鳥取県,40～44歳,26.19,66.63,380.91
2019,31,鳥取県,45～49歳,28.11,72.68,410
2019,31,鳥取県,50～54歳,28.79,80.9,426.38
2019,31,鳥取県,55～59歳,28.46,74.53,416.05
2019,31,鳥取県,60～64歳,24.62,43.52,338.96
2019,31,鳥取県,65～69歳,21.38,26.94,283.5
2019,31,鳥取県,70歳～,19.92,21.63,260.67
2019,32,島根県,年齢計,25.7,71.44,379.84
2019,32,島根県,～19歳,17.31,10.77,218.49
2019,32,島根県,20～24歳,19.16,39.53,269.45
2019,32,島根県,25～29歳,21.4,59.86,316.66
2019,32,島根県,30～34歳,23.73,69.27,354.03
2019,32,島根県,35～39歳,24.98,72.42,372.18
2019,32,島根県,40～44歳,27.37,79.41,407.85
2019,32,島根県,45～49歳,28.18,82.16,420.32
2019,32,島根県,50～54歳,29.53,91.71,446.07
2019,32,島根県,55～59歳,29.92,91.7,450.74
2019,32,島根県,60～64歳,24.68,49.73,345.89
2019,32,島根県,65～69歳,20.66,27.75,275.67
2019,32,島根県,70歳～,23.28,21.19,300.55
2019,33,岡山県,年齢計,27.58,80.55,411.51
2019,33,岡山県,～19歳,17.58,11.92,222.88
2019,33,岡山県,20～24歳,20.23,40.93,283.69
2019,33,岡山県,25～29歳,22.76,60.76,333.88
2019,33,岡山県,30～34歳,25.52,74.46,380.7
2019,33,岡山県,35～39歳,26.75,84.5,405.5
2019,33,岡山県,40～44歳,29.34,90.06,442.14
2019,33,岡山県,45～49歳,30.63,96.72,464.28
2019,33,岡山県,50～54歳,32.6,104.01,495.21
2019,33,岡山県,55～59歳,32.19,104.8,491.08
2019,33,岡山県,60～64歳,26.13,64.68,378.24
2019,33,岡山県,65～69歳,24.05,47.57,336.17
2019,33,岡山県,70歳～,25.34,19.54,323.62
2019,34,広島県,年齢計,29.63,86.23,441.79
2019,34,広島県,～19歳,17.8,13.4,227
2019,34,広島県,20～24歳,20.84,37.02,287.1
2019,34,広島県,25～29歳,23.61,62.58,345.9
2019,34,広島県,30～34歳,26.22,76.69,391.33
2019,34,広島県,35～39歳,29.36,85.89,438.21
2019,34,広島県,40～44歳,31.69,96.93,477.21
2019,34,広島県,45～49歳,33.66,105.46,509.38
2019,34,広島県,50～54歳,35.15,116.27,538.07
2019,34,広島県,55～59歳,34.04,112.62,521.1
2019,34,広島県,60～64歳,28.93,70.49,417.65
2019,34,広島県,65～69歳,24.12,38.79,328.23
2019,34,広島県,70歳～,21.74,27.28,288.16
2019,35,山口県,年齢計,27.82,83.42,417.26
2019,35,山口県,～19歳,17.13,14.48,220.04
2019,35,山口県,20～24歳,20.04,41.95,282.43
2019,35,山口県,25～29歳,22.99,64.25,340.13
2019,35,山口県,30～34歳,25.41,75.5,380.42
2019,35,山口県,35～39歳,28.88,81.82,428.38
2019,35,山口県,40～44歳,29.05,89.3,437.9
2019,35,山口県,45～49歳,31.34,109.82,485.9
2019,35,山口県,50～54歳,32.99,110.49,506.37
2019,35,山口県,55～59歳,31.65,106.25,486.05
2019,35,山口県,60～64歳,25.54,62.92,369.4
2019,35,山口県,65～69歳,22.77,37.43,310.67
2019,35,山口県,70歳～,21.02,28.88,281.12
2019,36,徳島県,年齢計,27.15,74.38,400.18
2019,36,徳島県,～19歳,17.39,13.28,221.96
2019,36,徳島県,20～24歳,19.56,34.98,269.7
2019,36,徳島県,25～29歳,22.23,56.26,323.02
2019,36,徳島県,30～34歳,24.33,63.09,355.05
2019,36,徳島県,35～39歳,26.4,71.87,388.67
2019,36,徳島県,40～44歳,28.72,85.64,430.28
2019,36,徳島県,45～49歳,29.96,94.33,453.85
2019,36,徳島県,50～54歳,32.17,98.17,484.21
2019,36,徳島県,55～59歳,31.39,95.5,472.18
2019,36,徳島県,60～64歳,26.43,53.23,370.39
2019,36,徳島県,65～69歳,21.45,25.92,283.32
2019,36,徳島県,70歳～,21.28,21.54,276.9
2019,37,香川県,年齢計,26.73,75.52,396.28
2019,37,香川県,～19歳,17.8,9.56,223.16
2019,37,香川県,20～24歳,19.75,39.75,276.75
2019,37,香川県,25～29歳,22.66,63.29,335.21
2019,37,香川県,30～34歳,25.13,72.18,373.74
2019,37,香川県,35～39歳,27.22,77.81,404.45
2019,37,香川県,40～44歳,28.05,84.13,420.73
2019,37,香川県,45～49歳,29.49,88.67,442.55
2019,37,香川県,50～54歳,31.67,103.91,483.95
2019,37,香川県,55～59歳,30.38,93.75,458.31
2019,37,香川県,60～64歳,24.32,52.99,344.83
2019,37,香川県,65～69歳,21.37,34.22,290.66
2019,37,香川県,70歳～,22.38,20.1,288.66
2019,38,愛媛県,年齢計,26.07,72.43,385.27
2019,38,愛媛県,～19歳,16.17,7.66,201.7
2019,38,愛媛県,20～24歳,18.78,35.11,260.47
2019,38,愛媛県,25～29歳,21.32,55.98,311.82
2019,38,愛媛県,30～34歳,23.51,63.96,346.08
2019,38,愛媛県,35～39歳,26.27,72.98,388.22
2019,38,愛媛県,40～44歳,27.65,82.67,414.47
2019,38,愛媛県,45～49歳,28.85,88.56,434.76
2019,38,愛媛県,50～54歳,30.7,95.39,463.79
2019,38,愛媛県,55～59歳,29.03,90.46,438.82
2019,38,愛媛県,60～64歳,24.71,53.13,349.65
2019,38,愛媛県,65～69歳,22.52,30.58,300.82
2019,38,愛媛県,70歳～,21.63,24.11,283.67
2019,39,高知県,年齢計,26.53,59.64,378
2019,39,高知県,～19歳,16.34,8.98,205.06
2019,39,高知県,20～24歳,18.97,29.11,256.75
2019,39,高知県,25～29歳,22.23,42.38,309.14
2019,39,高知県,30～34歳,24.81,49.78,347.5
2019,39,高知県,35～39歳,25.81,58.39,368.11
2019,39,高知県,40～44歳,26.63,69.13,388.69
2019,39,高知県,45～49歳,28.94,76.47,423.75
2019,39,高知県,50～54歳,31.22,77.47,452.11
2019,39,高知県,55～59歳,30,75.36,435.36
2019,39,高知県,60～64歳,26.04,40.88,353.36
2019,39,高知県,65～69歳,21.77,29.76,291
2019,39,高知県,70歳～,35.35,19.93,444.13
2019,40,福岡県,年齢計,28.48,80.47,422.23
2019,40,福岡県,～19歳,17.57,8.23,219.07
2019,40,福岡県,20～24歳,20.44,34.47,279.75
2019,40,福岡県,25～29歳,23.31,60.28,340
2019,40,福岡県,30～34歳,26.06,74.06,386.78
2019,40,福岡県,35～39歳,28.02,80.67,416.91
2019,40,福岡県,40～44歳,30.42,90.77,455.81
2019,40,福岡県,45～49歳,32.89,108.44,503.12
2019,40,福岡県,50～54歳,35.13,119.21,540.77
2019,40,福岡県,55～59歳,33.32,103.2,503.04
2019,40,福岡県,60～64歳,27.25,55.61,382.61
2019,40,福岡県,65～69歳,22.46,35.75,305.27
2019,40,福岡県,70歳～,20.52,17.41,263.65
2019,41,佐賀県,年齢計,24.84,62.68,360.76
2019,41,佐賀県,～19歳,16.74,13.54,214.42
2019,41,佐賀県,20～24歳,19.15,33.57,263.37
2019,41,佐賀県,25～29歳,21.64,56.84,316.52
